hello,:-)!,Time,Interval:,1480562138.13259,Running,Time:,0,,,,,,,,,,,,,,,,,,,,,,Average Interval,Std Dev,Variance,Max,Min
[(923,,51,,15,,21,,4.725982666,,1.6956599951,,1.9023206234,,-0.0021391241,,-0.0017768932,,0.0030282848,,0.9999913573265076)],Time,Interval:,0.007867,Running,Time:,2.300214,,,,,,,
[(931,,51,,15,,21,,4.7259764671,,1.6957720518,,1.9022921324,,-0.0020451008,,-0.001881665,,0.0028873512,,0.9999908804893494)],Time,Interval:,0.007866,Running,Time:,7.758381,,,,,,,
[(940,,51,,15,,21,,4.7258553505,,1.6957832575,,1.9022349119,,-0.0022466709,,-0.0020271076,,0.0030501713,,0.9999915957450867)],Time,Interval:,0.007862,Running,Time:,5.508521,,,,,,,
[(948,,51,,15,,21,,4.7259917259,,1.6955916882,,1.9022922516,,-0.0022268828,,-0.0018043036,,0.0032261037,,0.9999901652336121)],Time,Interval:,0.007861,Running,Time:,8.208178,,,,,,,
[(956,,51,,15,,21,,4.7258825302,,1.6957068443,,1.902284503,,-0.0022376799,,-0.0019014239,,0.0030523955,,0.9999910593032837)],Time,Interval:,0.007857,Running,Time:,2.333145,,,,,,,
[(965,,51,,15,,21,,4.7259421349,,1.6957509518,,1.9022661448,,-0.0023652143,,-0.0017825577,,0.003068293,,0.9999905824661255)],Time,Interval:,0.007856,Running,Time:,8.874745,,,,,,,
[(972,,51,,15,,21,,4.7258954048,,1.6956162453,,1.9022798538,,-0.002228295,,-0.0019049117,,0.00316054,,0.9999912977218628)],Time,Interval:,0.007856,Running,Time:,12.657929,,,,,,,
[(981,,51,,15,,21,,4.7258400917,,1.6957573891,,1.9022152424,,-0.0021979359,,-0.0019169116,,0.0031062681,,0.999991238117218)],Time,Interval:,0.007856,Running,Time:,13.191313,,,,,,,
[(989,,51,,15,,21,,4.7259221077,,1.6957532167,,1.9022400379,,-0.0022230851,,-0.0018859972,,0.0031632893,,0.9999914765357971)],Time,Interval:,0.007855,Running,Time:,3.70801,,,,,,,
[(998,,51,,15,,21,,4.7258672714,,1.6957585812,,1.902236104,,-0.0022542137,,-0.0019473344,,0.0031782016,,0.9999909996986389)],Time,Interval:,0.007855,Running,Time:,9.87525,,,,,,,
[(6,,52,,15,,21,,4.7259917259,,1.6957373619,,1.9023030996,,-0.002316829,,-0.0016593642,,0.0030928378,,0.9999908208847046)],Time,Interval:,0.007851,Running,Time:,16.53341,,,,,,,
[(14,,52,,15,,21,,4.7259440422,,1.6956005096,,1.9023079872,,-0.00225165,,-0.001843932,,0.0031188242,,0.9999909400939941)],Time,Interval:,0.00785,Running,Time:,1.52438,,,,,,,
[(23,,52,,15,,21,,4.7258725166,,1.6957707405,,1.9022223949,,-0.0022359407,,-0.0018285052,,0.0031170922,,0.9999908208847046)],Time,Interval:,0.007849,Running,Time:,15.766389,,,,,,,
[(32,,52,,15,,21,,4.7258172035,,1.695767045,,1.9021933079,,-0.0022613634,,-0.0019957332,,0.0031186184,,0.9999912977218628)],Time,Interval:,0.007848,Running,Time:,15.524447,,,,,,,
[(40,,52,,15,,21,,4.7258033752,,1.6957588196,,1.9022690058,,-0.0023683745,,-0.0019234264,,0.0030310031,,0.999990701675415)],Time,Interval:,0.007845,Running,Time:,13.324702,,,,,,,
[(48,,52,,15,,21,,4.725903511,,1.6956622601,,1.9022796154,,-0.0022123239,,-0.0019230448,,0.0030478186,,0.9999913573265076)],Time,Interval:,0.007844,Running,Time:,1.049522,,,,,,,
[(56,,52,,15,,21,,4.7260780334,,1.6957427263,,1.9022661448,,-0.0022750255,,-0.0018680941,,0.0031318625,,0.9999909996986389)],Time,Interval:,0.007843,Running,Time:,15.100151,,,,,,,
[(64,,52,,15,,21,,4.7259283066,,1.6957200766,,1.902317524,,-0.002151646,,-0.002006626,,0.0029068782,,0.999990701675415)],Time,Interval:,0.007842,Running,Time:,12.874742,,,,,,,
[(73,,52,,15,,21,,4.725997448,,1.6957422495,,1.9022402763,,-0.0022377544,,-0.0018124926,,0.0032082638,,0.9999901652336121)],Time,Interval:,0.00784,Running,Time:,1.390907,,,,,,,
[(81,,52,,15,,21,,4.7259187698,,1.6957342625,,1.9022520781,,-0.0023628077,,-0.0018635656,,0.0030054611,,0.9999912977218628)],Time,Interval:,0.00784,Running,Time:,12.70817,,,,,,,
[(90,,52,,15,,21,,4.7259221077,,1.6957306862,,1.9022189379,,-0.0023027731,,-0.0019715622,,0.0031425687,,0.9999906420707703)],Time,Interval:,0.00784,Running,Time:,13.308367,,,,,,,
[(98,,52,,15,,21,,4.7257971764,,1.6957668066,,1.9022603035,,-0.0023291486,,-0.0018664417,,0.003015205,,0.9999914169311523)],Time,Interval:,0.007839,Running,Time:,5.60823,,,,,,,
[(106,,52,,15,,21,,4.7258787155,,1.6957476139,,1.9022660255,,-0.0023483357,,-0.0017608901,,0.0030191084,,0.999991238117218)],Time,Interval:,0.007838,Running,Time:,4.674787,,,,,,,
[(114,,52,,15,,21,,4.7259883881,,1.6957608461,,1.9022839069,,-0.0024006886,,-0.0016993685,,0.0031231667,,0.9999911189079285)],Time,Interval:,0.007838,Running,Time:,13.158059,,,,,,,
[(123,,52,,15,,21,,4.7259912491,,1.695761323,,1.9022783041,,-0.0021913338,,-0.0018917494,,0.0029799589,,0.9999908804893494)],Time,Interval:,0.007837,Running,Time:,8.824383,,,,,,,
[(131,,52,,15,,21,,4.7259788513,,1.6957579851,,1.9022630453,,-0.0022611336,,-0.0019055615,,0.0031136482,,0.9999908208847046)],Time,Interval:,0.007836,Running,Time:,7.19136,,,,,,,
[(139,,52,,15,,21,,4.7259616852,,1.695771575,,1.9022288322,,-0.0022608654,,-0.0019171386,,0.0032423427,,0.999990701675415)],Time,Interval:,0.007835,Running,Time:,4.924842,,,,,,,
[(148,,52,,15,,21,,4.725897789,,1.6956820488,,1.9022712708,,-0.0022824702,,-0.0018884436,,0.0030492961,,0.9999911785125732)],Time,Interval:,0.007835,Running,Time:,14.099787,,,,,,,
[(156,,52,,15,,21,,4.7258682251,,1.695779562,,1.9021630287,,-0.0023111287,,-0.0020136675,,0.0031378234,,0.9999906420707703)],Time,Interval:,0.007834,Running,Time:,16.275037,,,,,,,
[(164,,52,,15,,21,,4.7258200645,,1.6957620382,,1.9022532701,,-0.0022795964,,-0.0019458298,,0.0031294094,,0.999990701675415)],Time,Interval:,0.007834,Running,Time:,16.624355,,,,,,,
[(173,,52,,15,,21,,4.7258839607,,1.69564116,,1.9022561312,,-0.0023427238,,-0.0017970653,,0.0030647479,,0.9999912977218628)],Time,Interval:,0.007833,Running,Time:,2.450363,,,,,,,
[(181,,52,,15,,21,,4.7260394096,,1.6957418919,,1.902279377,,-0.0024138468,,-0.0017511321,,0.0030835194,,0.9999911785125732)],Time,Interval:,0.007832,Running,Time:,6.558134,,,,,,,
[(189,,52,,15,,21,,4.7260322571,,1.6956833601,,1.9022904634,,-0.0022319856,,-0.001847874,,0.0031283444,,0.9999910593032837)],Time,Interval:,0.00783,Running,Time:,4.258352,,,,,,,
[(198,,52,,15,,21,,4.7259230614,,1.6957185268,,1.9022704363,,-0.0022379116,,-0.0019063278,,0.0031466591,,0.9999908208847046)],Time,Interval:,0.007827,Running,Time:,10.483264,,,,,,,
[(206,,52,,15,,21,,4.7258729935,,1.6957108974,,1.9022334814,,-0.0022357644,,-0.001922588,,0.003097319,,0.9999910593032837)],Time,Interval:,0.007825,Running,Time:,16.041327,,,,,,,
[(214,,52,,15,,21,,4.7258038521,,1.6957139969,,1.9022221565,,-0.0021940002,,-0.0019961661,,0.0030155242,,0.9999917149543762)],Time,Interval:,0.007824,Running,Time:,3.700155,,,,,,,
[(223,,52,,15,,21,,4.7258348465,,1.6956436634,,1.9022641182,,-0.0022159517,,-0.0018322112,,0.0031910727,,0.9999909996986389)],Time,Interval:,0.007824,Running,Time:,5.574945,,,,,,,
[(231,,52,,15,,21,,4.7258410454,,1.6957551241,,1.9022473097,,-0.0021943236,,-0.0018889473,,0.0031368425,,0.9999909996986389)],Time,Interval:,0.007824,Running,Time:,14.833273,,,,,,,
[(239,,52,,15,,21,,4.7258696556,,1.6957128048,,1.9022363424,,-0.0022360699,,-0.0019782477,,0.0031372921,,0.9999909996986389)],Time,Interval:,0.007823,Running,Time:,5.224919,,,,,,,
[(248,,52,,15,,21,,4.7260074615,,1.6957389116,,1.9022531509,,-0.002284161,,-0.0018105233,,0.0031587565,,0.9999909400939941)],Time,Interval:,0.007823,Running,Time:,8.458529,,,,,,,
[(256,,52,,15,,21,,4.725856781,,1.6957713366,,1.9022706747,,-0.0021535899,,-0.0019418313,,0.0028457504,,0.9999909400939941)],Time,Interval:,0.00782,Running,Time:,2.141585,,,,,,,
[(264,,52,,15,,21,,4.7258763313,,1.6957498789,,1.9022400379,,-0.0021720799,,-0.0018478064,,0.0030663139,,0.9999910593032837)],Time,Interval:,0.007818,Running,Time:,5.374592,,,,,,,
[(272,,52,,15,,21,,4.7259988785,,1.6957538128,,1.9022365808,,-0.0022587567,,-0.0018024225,,0.0031789262,,0.9999914765357971)],Time,Interval:,0.007818,Running,Time:,8.008197,,,,,,,
[(282,,52,,15,,21,,4.7258706093,,1.6956720352,,1.9022692442,,-0.002235031,,-0.0018427821,,0.0031191511,,0.9999908208847046)],Time,Interval:,0.007817,Running,Time:,9.391442,,,,,,,
[(289,,52,,15,,21,,4.7259082794,,1.6957938671,,1.9022376537,,-0.0022457528,,-0.0019422174,,0.0031899877,,0.9999909996986389)],Time,Interval:,0.007817,Running,Time:,15.341595,,,,,,,
[(298,,52,,15,,21,,4.7259588242,,1.6956701279,,1.9023189545,,-0.0022245443,,-0.0018543926,,0.003168554,,0.9999905824661255)],Time,Interval:,0.007816,Running,Time:,14.56646,,,,,,,
[(306,,52,,15,,21,,4.7259926796,,1.6956586838,,1.9023584127,,-0.0023083126,,-0.0019317622,,0.0030613625,,0.9999908804893494)],Time,Interval:,0.007815,Running,Time:,5.316435,,,,,,,
[(314,,52,,15,,21,,4.7259421349,,1.6957495213,,1.9022870064,,-0.0022552491,,-0.0019458743,,0.0031098644,,0.9999911189079285)],Time,Interval:,0.007815,Running,Time:,12.791337,,,,,,,
[(323,,52,,15,,21,,4.7260069847,,1.6957571507,,1.9022842646,,-0.0022503047,,-0.0017410794,,0.0031854487,,0.9999906420707703)],Time,Interval:,0.007814,Running,Time:,0.091022,,,,,,,
[(331,,52,,15,,21,,4.7259688377,,1.6957490444,,1.9022916555,,-0.0023863539,,-0.0016151455,,0.0030707167,,0.9999907612800598)],Time,Interval:,0.007814,Running,Time:,13.47447,,,,,,,
[(340,,52,,15,,21,,4.7258124352,,1.695735693,,1.9022475481,,-0.0021694626,,-0.0018312432,,0.0031426882,,0.9999909996986389)],Time,Interval:,0.007811,Running,Time:,4.383175,,,,,,,
[(348,,52,,15,,21,,4.7258176804,,1.6957681179,,1.9022057056,,-0.0024023524,,-0.0016858758,,0.0030907863,,0.9999911785125732)],Time,Interval:,0.007808,Running,Time:,5.058279,,,,,,,
[(356,,52,,15,,21,,4.7258911133,,1.6957637072,,1.9022363424,,-0.0023893781,,-0.0017972977,,0.0030242184,,0.999990701675415)],Time,Interval:,0.007808,Running,Time:,11.816445,,,,,,,
[(364,,52,,15,,21,,4.7260980606,,1.6957421303,,1.9022892714,,-0.00241378,,-0.001645911,,0.0030984271,,0.9999909996986389)],Time,Interval:,0.007806,Running,Time:,9.024482,,,,,,,
[(373,,52,,15,,21,,4.7260231972,,1.6957154274,,1.9022889137,,-0.0023292287,,-0.0016571149,,0.0030061791,,0.9999905824661255)],Time,Interval:,0.007806,Running,Time:,9.583079,,,,,,,
[(381,,52,,15,,21,,4.7259497643,,1.695608139,,1.9023070335,,-0.0021991688,,-0.0017294325,,0.0030604573,,0.9999912977218628)],Time,Interval:,0.007806,Running,Time:,11.524437,,,,,,,
[(389,,52,,15,,21,,4.7259831429,,1.6956151724,,1.902302742,,-0.0022353134,,-0.0016720953,,0.0032631778,,0.9999909400939941)],Time,Interval:,0.007797,Running,Time:,0.416171,,,,,,,
[(398,,52,,15,,21,,4.7258644104,,1.6957412958,,1.9022356272,,-0.0022908535,,-0.0017726071,,0.002982096,,0.9999910593032837)],Time,Interval:,0.007796,Running,Time:,9.566168,,,,,,,
[(406,,52,,15,,21,,4.7257976532,,1.6956279278,,1.9022477865,,-0.0022848106,,-0.0019365044,,0.0031901218,,0.9999909996986389)],Time,Interval:,0.007796,Running,Time:,16.541206,,,,,,,
[(414,,52,,15,,21,,4.7259230614,,1.6957587004,,1.9022363424,,-0.0022437486,,-0.0018123318,,0.0032734384,,0.9999908804893494)],Time,Interval:,0.007795,Running,Time:,10.033423,,,,,,,
[(422,,52,,15,,21,,4.7259197235,,1.6957468987,,1.9022372961,,-0.0022426145,,-0.0018648665,,0.0031061999,,0.999990701675415)],Time,Interval:,0.007792,Running,Time:,5.549881,,,,,,,
[(431,,52,,15,,21,,4.7259788513,,1.6956444979,,1.9023030996,,-0.002226219,,-0.0018205696,,0.0031842713,,0.9999908208847046)],Time,Interval:,0.007787,Running,Time:,7.624982,,,,,,,
[(440,,52,,15,,21,,4.7259736061,,1.6956344843,,1.9023311138,,-0.0022296819,,-0.0017613617,,0.003239434,,0.9999909400939941)],Time,Interval:,0.007786,Running,Time:,7.658207,,,,,,,
[(447,,52,,15,,21,,4.7259602547,,1.6957284212,,1.9023309946,,-0.0021784957,,-0.0018748586,,0.002873464,,0.9999910593032837)],Time,Interval:,0.007786,Running,Time:,11.324595,,,,,,,
[(456,,52,,15,,21,,4.7258849144,,1.6956266165,,1.9023091793,,-0.0022612959,,-0.0018732673,,0.0031789574,,0.9999908804893494)],Time,Interval:,0.007783,Running,Time:,13.624579,,,,,,,
[(465,,52,,15,,21,,4.7258296013,,1.6957638264,,1.9021999836,,-0.0022265126,,-0.001955234,,0.0030732374,,0.9999908804893494)],Time,Interval:,0.007783,Running,Time:,16.374488,,,,,,,
[(473,,52,,15,,21,,4.725912571,,1.6956422329,,1.9022430182,,-0.0022254514,,-0.0017403468,,0.0032279065,,0.9999909996986389)],Time,Interval:,0.007778,Running,Time:,2.849614,,,,,,,
[(481,,52,,15,,21,,4.7258810997,,1.6957745552,,1.9021964073,,-0.0022181896,,-0.0017753984,,0.0030841327,,0.9999911189079285)],Time,Interval:,0.007777,Running,Time:,12.516154,,,,,,,
[(489,,52,,15,,21,,4.72585392,,1.695751071,,1.9022213221,,-0.002239441,,-0.0019963561,,0.0030955204,,0.9999915361404419)],Time,Interval:,0.007771,Running,Time:,1.841348,,,,,,,
[(498,,52,,15,,21,,4.7259984016,,1.6957714558,,1.9022519588,,-0.0022433286,,-0.001842385,,0.0031144267,,0.9999905228614807)],Time,Interval:,0.007771,Running,Time:,13.216464,,,,,,,
[(506,,52,,15,,21,,4.7259163857,,1.6957238913,,1.9022413492,,-0.0022563147,,-0.0019377162,,0.0031323622,,0.9999904036521912)],Time,Interval:,0.007769,Running,Time:,1.724377,,,,,,,
[(515,,52,,15,,21,,4.7259292603,,1.6957386732,,1.9022386074,,-0.0022349076,,-0.0019288905,,0.0031355778,,0.9999910593032837)],Time,Interval:,0.007766,Running,Time:,6.14986,,,,,,,
[(523,,52,,15,,21,,4.7259302139,,1.6957684755,,1.9022574425,,-0.0021642477,,-0.0018292463,,0.0029354682,,0.9999904036521912)],Time,Interval:,0.007766,Running,Time:,12.45811,,,,,,,
[(531,,52,,15,,21,,4.7258944511,,1.6957228184,,1.9022393227,,-0.0022288514,,-0.0019031357,,0.0031434847,,0.9999911785125732)],Time,Interval:,0.007763,Running,Time:,3.982945,,,,,,,
[(539,,52,,15,,21,,4.7257761955,,1.6957938671,,1.902222991,,-0.0022157547,,-0.0019423255,,0.0030430427,,0.9999909996986389)],Time,Interval:,0.007762,Running,Time:,14.308247,,,,,,,
[(548,,52,,15,,21,,4.7258396149,,1.6957628727,,1.9022239447,,-0.0021991937,,-0.001885958,,0.0030034811,,0.999991238117218)],Time,Interval:,0.00776,Running,Time:,0.58254,,,,,,,
[(556,,52,,15,,21,,4.7259864807,,1.6957798004,,1.902312994,,-0.0022970282,,-0.0016550436,,0.002884628,,0.999990701675415)],Time,Interval:,0.00776,Running,Time:,14.433137,,,,,,,
[(564,,52,,15,,21,,4.7259774208,,1.6956381798,,1.902312398,,-0.0022270672,,-0.0018628067,,0.0031706996,,0.999991238117218)],Time,Interval:,0.007758,Running,Time:,2.458121,,,,,,,
[(573,,52,,15,,21,,4.7259144783,,1.6957895756,,1.9022502899,,-0.0023670553,,-0.0018080472,,0.0029275853,,0.999991774559021)],Time,Interval:,0.007756,Running,Time:,3.074666,,,,,,,
[(581,,52,,15,,21,,4.7259001732,,1.6957534552,,1.9022091627,,-0.0022679369,,-0.001938091,,0.0031518638,,0.999991774559021)],Time,Interval:,0.007756,Running,Time:,16.474351,,,,,,,
[(590,,52,,15,,21,,4.7259478569,,1.6956586838,,1.9022669792,,-0.0023699931,,-0.001709676,,0.0031600853,,0.9999910593032837)],Time,Interval:,0.007755,Running,Time:,0.041029,,,,,,,
[(598,,52,,15,,21,,4.7258176804,,1.6956789494,,1.902235508,,-0.002250832,,-0.0018747885,,0.0031542669,,0.9999915361404419)],Time,Interval:,0.007753,Running,Time:,11.841393,,,,,,,
[(606,,52,,15,,21,,4.7258954048,,1.6957626343,,1.9022285938,,-0.0022708012,,-0.0019858277,,0.0031402335,,0.9999911785125732)],Time,Interval:,0.007742,Running,Time:,8.708276,,,,,,,
[(614,,52,,15,,21,,4.7258558273,,1.6957679987,,1.9022331238,,-0.0023962006,,-0.001802027,,0.0031621873,,0.9999907612800598)],Time,Interval:,0.007742,Running,Time:,11.00775,,,,,,,
[(622,,52,,15,,21,,4.7259335518,,1.6957398653,,1.9023138285,,-0.0022638945,,-0.0017603902,,0.0031452547,,0.9999908804893494)],Time,Interval:,0.007741,Running,Time:,11.741198,,,,,,,
[(631,,52,,15,,21,,4.7258615494,,1.6956511736,,1.9022805691,,-0.0022131659,,-0.001863197,,0.0031159085,,0.9999909996986389)],Time,Interval:,0.00774,Running,Time:,10.074386,,,,,,,
[(639,,52,,15,,21,,4.7259511948,,1.6957081556,,1.9022755623,,-0.0022417821,,-0.0018782879,,0.0031794959,,0.9999912977218628)],Time,Interval:,0.007739,Running,Time:,2.542079,,,,,,,
[(648,,52,,15,,21,,4.7259025574,,1.6956212521,,1.9022797346,,-0.0021980214,,-0.0018495918,,0.0031434635,,0.999991238117218)],Time,Interval:,0.007734,Running,Time:,0.390722,,,,,,,
[(656,,52,,15,,21,,4.7258749008,,1.6957501173,,1.9022778273,,-0.0023735852,,-0.0017781917,,0.0030690413,,0.9999906420707703)],Time,Interval:,0.007734,Running,Time:,0.782319,,,,,,,
[(665,,52,,15,,21,,4.7258553505,,1.6957540512,,1.9022341967,,-0.0022213401,,-0.0019555853,,0.0030582459,,0.9999912977218628)],Time,Interval:,0.007733,Running,Time:,1.966336,,,,,,,
[(673,,52,,15,,21,,4.7258372307,,1.6958013773,,1.9022392035,,-0.0021651848,,-0.0019324458,,0.0029330784,,0.9999909996986389)],Time,Interval:,0.00773,Running,Time:,2.891323,,,,,,,
[(681,,52,,15,,21,,4.7259845734,,1.6957473755,,1.9022428989,,-0.0022405914,,-0.0018153781,,0.0030797122,,0.9999903440475464)],Time,Interval:,0.007729,Running,Time:,11.124641,,,,,,,
[(689,,52,,15,,21,,4.7260046005,,1.6957911253,,1.9022651911,,-0.0021790802,,-0.0018639994,,0.0029564544,,0.9999908208847046)],Time,Interval:,0.007728,Running,Time:,7.708242,,,,,,,
[(698,,52,,15,,21,,4.7259845734,,1.6957621574,,1.9022444487,,-0.0022349169,,-0.0018433266,,0.0031234669,,0.9999911785125732)],Time,Interval:,0.007727,Running,Time:,6.841614,,,,,,,
[(706,,52,,15,,21,,4.72585392,,1.6957621574,,1.9022177458,,-0.002249372,,-0.0019422717,,0.0031804012,,0.9999916553497314)],Time,Interval:,0.007725,Running,Time:,15.424628,,,,,,,
[(714,,52,,15,,21,,4.725851059,,1.6957428455,,1.902240634,,-0.0021701984,,-0.0018557184,,0.0031170899,,0.9999906420707703)],Time,Interval:,0.007722,Running,Time:,9.499457,,,,,,,
[(723,,52,,15,,21,,4.7259173393,,1.6956264973,,1.9022735357,,-0.0022445829,,-0.0017779496,,0.0031982719,,0.9999907612800598)],Time,Interval:,0.00772,Running,Time:,12.366192,,,,,,,
[(731,,52,,15,,21,,4.725871563,,1.6957961321,,1.9022191763,,-0.0022581497,,-0.0019885169,,0.0030319381,,0.9999908208847046)],Time,Interval:,0.007717,Running,Time:,13.241433,,,,,,,
[(739,,52,,15,,21,,4.7259168625,,1.6957603693,,1.9022511244,,-0.0022150502,,-0.0019040904,,0.0029875217,,0.9999908804893494)],Time,Interval:,0.007717,Running,Time:,15.6081,,,,,,,
[(748,,52,,15,,21,,4.7259340286,,1.6956142187,,1.9022675753,,-0.0022334075,,-0.0018311132,,0.0032290409,,0.9999912977218628)],Time,Interval:,0.007717,Running,Time:,15.958558,,,,,,,
[(756,,52,,15,,21,,4.7258930206,,1.6957443953,,1.9022111893,,-0.0022439137,,-0.0018220156,,0.0031832552,,0.9999915361404419)],Time,Interval:,0.007717,Running,Time:,16.257968,,,,,,,
[(764,,52,,15,,21,,4.7258262634,,1.6957296133,,1.9022241831,,-0.0022400178,,-0.0019979575,,0.0031959659,,0.999991238117218)],Time,Interval:,0.007714,Running,Time:,11.407991,,,,,,,
[(773,,52,,15,,21,,4.7258973122,,1.6957224607,,1.9022827148,,-0.0023214491,,-0.0018019517,,0.0030357838,,0.9999909400939941)],Time,Interval:,0.00771,Running,Time:,12.574523,,,,,,,
[(781,,52,,15,,21,,4.725833416,,1.6957323551,,1.9022401571,,-0.0023537015,,-0.0018880013,,0.0030026406,,0.999990701675415)],Time,Interval:,0.007709,Running,Time:,15.208019,,,,,,,
[(789,,52,,15,,21,,4.7258820534,,1.6957393885,,1.9022305012,,-0.0022672624,,-0.0019648164,,0.0030911213,,0.9999899864196777)],Time,Interval:,0.007707,Running,Time:,9.183196,,,,,,,
[(798,,52,,15,,21,,4.7259635925,,1.6957395077,,1.9022685289,,-0.0023491683,,-0.001740764,,0.0030862384,,0.9999909996986389)],Time,Interval:,0.007706,Running,Time:,14.86637,,,,,,,
[(806,,52,,15,,21,,4.7258944511,,1.695656538,,1.9023023844,,-0.0022474804,,-0.0018773045,,0.0030954548,,0.9999914169311523)],Time,Interval:,0.007704,Running,Time:,4.841304,,,,,,,
[(814,,52,,15,,21,,4.726026535,,1.6957534552,,1.902277112,,-0.0023561362,,-0.0016707046,,0.0030093412,,0.9999911189079285)],Time,Interval:,0.007703,Running,Time:,11.891531,,,,,,,
[(823,,52,,15,,21,,4.7259163857,,1.6957521439,,1.9022665024,,-0.0023368411,,-0.0016985303,,0.0029929318,,0.9999912977218628)],Time,Interval:,0.007703,Running,Time:,13.966125,,,,,,,
[(831,,52,,15,,21,,4.7258987427,,1.695768714,,1.9022667408,,-0.0023399233,,-0.0016930163,,0.0030976932,,0.9999908804893494)],Time,Interval:,0.007701,Running,Time:,0.257428,,,,,,,
[(839,,52,,15,,21,,4.7258601189,,1.695785284,,1.902220726,,-0.0022362294,,-0.0018298447,,0.0030733477,,0.9999908208847046)],Time,Interval:,0.007698,Running,Time:,14.633452,,,,,,,
[(848,,52,,15,,21,,4.7258591652,,1.6957486868,,1.9022313356,,-0.0022575578,,-0.0018511803,,0.0031857633,,0.9999909996986389)],Time,Interval:,0.007693,Running,Time:,8.568142,,,,,,,
[(856,,52,,15,,21,,4.7258810997,,1.6956315041,,1.9022885561,,-0.0023375109,,-0.0017418381,,0.0031427257,,0.9999904632568359)],Time,Interval:,0.00769,Running,Time:,7.932606,,,,,,,
[(864,,52,,15,,21,,4.7259230614,,1.6957497597,,1.9022262096,,-0.0022345195,,-0.0018186676,,0.0031446577,,0.9999907612800598)],Time,Interval:,0.007687,Running,Time:,12.116302,,,,,,,
[(872,,52,,15,,21,,4.7259659767,,1.6957424879,,1.9022574425,,-0.0022129989,,-0.0018700608,,0.003019586,,0.9999908804893494)],Time,Interval:,0.007681,Running,Time:,12.691073,,,,,,,
[(881,,52,,15,,21,,4.7259612083,,1.695628643,,1.9022954702,,-0.0022167135,,-0.0018644062,,0.0031636995,,0.9999910593032837)],Time,Interval:,0.007673,Running,Time:,1.266043,,,,,,,
[(889,,52,,15,,21,,4.7259812355,,1.6956490278,,1.9023139477,,-0.0023216053,,-0.0016805291,,0.0031456791,,0.9999909400939941)],Time,Interval:,0.007669,Running,Time:,1.349296,,,,,,,
[(898,,52,,15,,21,,4.7259001732,,1.6957324743,,1.9022644758,,-0.0022502753,,-0.0019012021,,0.0030759152,,0.9999914765357971)],Time,Interval:,0.007669,Running,Time:,11.724668,,,,,,,
[(906,,52,,15,,21,,4.725897789,,1.6957753897,,1.9022195339,,-0.0022408764,,-0.0018908962,,0.003124353,,0.9999906420707703)],Time,Interval:,0.007669,Running,Time:,14.825449,,,,,,,
[(914,,52,,15,,21,,4.7258958817,,1.6957416534,,1.9022386074,,-0.0022269657,,-0.0018014306,,0.0031522585,,0.9999913573265076)],Time,Interval:,0.007663,Running,Time:,10.191446,,,,,,,
[(923,,52,,15,,21,,4.7258973122,,1.6957609653,,1.9022134542,,-0.0022538069,,-0.001850591,,0.0032424449,,0.9999911785125732)],Time,Interval:,0.00766,Running,Time:,15.574925,,,,,,,
[(931,,52,,15,,21,,4.725874424,,1.6957150698,,1.9022592306,,-0.0022228989,,-0.0018019046,,0.003060763,,0.9999911785125732)],Time,Interval:,0.007658,Running,Time:,5.358098,,,,,,,
[(939,,52,,15,,21,,4.725918293,,1.695753336,,1.9022307396,,-0.0022148925,,-0.0018015787,,0.0030983097,,0.999991238117218)],Time,Interval:,0.007655,Running,Time:,1.824328,,,,,,,
[(948,,52,,15,,21,,4.7260379791,,1.6957312822,,1.9022933245,,-0.0022154008,,-0.0017981413,,0.0031179464,,0.9999908804893494)],Time,Interval:,0.007655,Running,Time:,7.46627,,,,,,,
[(956,,52,,15,,21,,4.7259168625,,1.6957175732,,1.9022541046,,-0.0022298633,,-0.0019264898,,0.0031491695,,0.9999910593032837)],Time,Interval:,0.007655,Running,Time:,8.807942,,,,,,,
[(964,,52,,15,,21,,4.7260012627,,1.6957417727,,1.9022806883,,-0.0022322328,,-0.0018304489,,0.0031349154,,0.999990701675415)],Time,Interval:,0.007655,Running,Time:,13.091069,,,,,,,
[(973,,52,,15,,21,,4.7260041237,,1.6957598925,,1.9022469521,,-0.0022390494,,-0.0018331481,,0.0030967405,,0.9999907612800598)],Time,Interval:,0.007655,Running,Time:,15.70847,,,,,,,
[(981,,52,,15,,21,,4.7259726524,,1.6957360506,,1.9022619724,,-0.002332231,,-0.0017002276,,0.0030013886,,0.9999905228614807)],Time,Interval:,0.007655,Running,Time:,15.732835,,,,,,,
[(989,,52,,15,,21,,4.7260026932,,1.6957550049,,1.9022710323,,-0.0022613921,,-0.0019428786,,0.0032168957,,0.9999912977218628)],Time,Interval:,0.007652,Running,Time:,8.02453,,,,,,,
[(998,,52,,15,,21,,4.7259535789,,1.6957734823,,1.9022382498,,-0.0022393402,,-0.0018409113,,0.0031972372,,0.9999913573265076)],Time,Interval:,0.007651,Running,Time:,14.157866,,,,,,,
[(6,,53,,15,,21,,4.7258262634,,1.6957339048,,1.902220726,,-0.0022548125,,-0.0020286578,,0.0031146628,,0.9999909996986389)],Time,Interval:,0.00765,Running,Time:,12.924725,,,,,,,
[(14,,53,,15,,21,,4.7259068489,,1.6957480907,,1.9022402763,,-0.0022538737,,-0.0019106602,,0.0031437313,,0.9999902248382568)],Time,Interval:,0.007648,Running,Time:,4.325434,,,,,,,
