hello,:-)!,Time,Interval:,1480562138.13259,Running,Time:,0,,,,,,,,,,,,,,,,,,,,,,Average Interval,Std Dev,Variance,Max,Min
[(931,,42,,15,,21,,4.7259340286,,1.6957612038,,1.9022177458,,-0.0023238,,-0.0018858367,,0.0031236738,,0.999991774559021)],Time,Interval:,0.008647,Running,Time:,14.950905,,,,,,,
[(940,,42,,15,,21,,4.7258701324,,1.6957662106,,1.9022322893,,-0.0022391418,,-0.0019129036,,0.0030671088,,0.9999915957450867)],Time,Interval:,0.008647,Running,Time:,15.07491,,,,,,,
[(948,,42,,15,,21,,4.7258825302,,1.6957677603,,1.9022476673,,-0.0023602403,,-0.0018309489,,0.0030541609,,0.9999903440475464)],Time,Interval:,0.008646,Running,Time:,4.400088,,,,,,,
[(956,,42,,15,,21,,4.7258315086,,1.6957560778,,1.9022496939,,-0.0021425425,,-0.001920681,,0.0028895198,,0.9999915957450867)],Time,Interval:,0.008645,Running,Time:,2.25827,,,,,,,
[(965,,42,,15,,21,,4.7258620262,,1.6956596375,,1.9022935629,,-0.0022492264,,-0.0018356373,,0.0031055119,,0.999991238117218)],Time,Interval:,0.008645,Running,Time:,2.658372,,,,,,,
[(973,,42,,15,,21,,4.7258958817,,1.6957617998,,1.9022499323,,-0.0024078093,,-0.0017858993,,0.003108917,,0.9999904036521912)],Time,Interval:,0.008645,Running,Time:,3.116613,,,,,,,
[(982,,42,,15,,21,,4.7257766724,,1.6957657337,,1.9022390842,,-0.0022930007,,-0.0020691836,,0.0031350113,,0.9999913573265076)],Time,Interval:,0.008645,Running,Time:,12.650073,,,,,,,
[(990,,42,,15,,21,,4.7259287834,,1.695745945,,1.9022375345,,-0.0022730988,,-0.0019161811,,0.0032121723,,0.9999909996986389)],Time,Interval:,0.008644,Running,Time:,0.832974,,,,,,,
[(998,,42,,15,,21,,4.7257661819,,1.6957565546,,1.9022153616,,-0.0022568186,,-0.0019607656,,0.0031645396,,0.999991238117218)],Time,Interval:,0.008643,Running,Time:,11.666639,,,,,,,
[(6,,43,,15,,21,,4.7258572578,,1.6957631111,,1.9022129774,,-0.0022255583,,-0.0019509963,,0.0031336807,,0.9999914169311523)],Time,Interval:,0.00864,Running,Time:,0.849918,,,,,,,
[(15,,43,,15,,21,,4.7259502411,,1.6957399845,,1.9022768736,,-0.0023553809,,-0.0017019819,,0.0030328296,,0.9999904632568359)],Time,Interval:,0.00864,Running,Time:,10.083026,,,,,,,
[(23,,43,,15,,21,,4.7258076668,,1.6957268715,,1.9022326469,,-0.0021666863,,-0.001889754,,0.0031451152,,0.999990701675415)],Time,Interval:,0.008639,Running,Time:,8.725286,,,,,,,
[(32,,43,,15,,21,,4.7258243561,,1.6957796812,,1.9021995068,,-0.0022472574,,-0.0019079556,,0.003104686,,0.9999911785125732)],Time,Interval:,0.008638,Running,Time:,4.8336,,,,,,,
[(40,,43,,15,,21,,4.7257933617,,1.6957609653,,1.9021985531,,-0.0022095423,,-0.0018382011,,0.0030463827,,0.9999906420707703)],Time,Interval:,0.008637,Running,Time:,9.033119,,,,,,,
[(48,,43,,15,,21,,4.7258071899,,1.6957479715,,1.9022536278,,-0.0023167415,,-0.0017928435,,0.0029342151,,0.9999911189079285)],Time,Interval:,0.008637,Running,Time:,15.450526,,,,,,,
[(56,,43,,15,,21,,4.7257666588,,1.6957514286,,1.9022381306,,-0.0022542228,,-0.0019527337,,0.0031096912,,0.9999912977218628)],Time,Interval:,0.008636,Running,Time:,16.592143,,,,,,,
[(65,,43,,15,,21,,4.7259683609,,1.6956220865,,1.9022974968,,-0.0022136862,,-0.0017858236,,0.0032391888,,0.999990701675415)],Time,Interval:,0.008635,Running,Time:,8.141845,,,,,,,
[(73,,43,,15,,21,,4.7259120941,,1.6957365274,,1.9022382498,,-0.0022815319,,-0.0019475559,,0.0031485644,,0.9999914169311523)],Time,Interval:,0.008634,Running,Time:,4.466796,,,,,,,
[(81,,43,,15,,21,,4.725839138,,1.6957101822,,1.9022216797,,-0.0022458313,,-0.0018854443,,0.0031562946,,0.9999907612800598)],Time,Interval:,0.008634,Running,Time:,12.917075,,,,,,,
[(90,,43,,15,,21,,4.725839138,,1.6957525015,,1.9022438526,,-0.0023384956,,-0.0017866868,,0.0029561026,,0.9999910593032837)],Time,Interval:,0.008632,Running,Time:,6.733753,,,,,,,
[(98,,43,,15,,21,,4.7259244919,,1.6957536936,,1.9022442102,,-0.0022533827,,-0.0017310781,,0.003153763,,0.9999910593032837)],Time,Interval:,0.008631,Running,Time:,6.125904,,,,,,,
[(106,,43,,15,,21,,4.7259244919,,1.6956728697,,1.9022908211,,-0.0021423183,,-0.0018168699,,0.0029951285,,0.9999917149543762)],Time,Interval:,0.008631,Running,Time:,15.333778,,,,,,,
[(115,,43,,15,,21,,4.7258310318,,1.6956211329,,1.9022814035,,-0.0022294326,,-0.0019777524,,0.0031272809,,0.9999905824661255)],Time,Interval:,0.00863,Running,Time:,5.033455,,,,,,,
[(123,,43,,15,,21,,4.7259230614,,1.6957753897,,1.9022505283,,-0.0022486011,,-0.00195363,,0.0031091745,,0.9999899864196777)],Time,Interval:,0.00863,Running,Time:,8.999778,,,,,,,
[(132,,43,,15,,21,,4.7259311676,,1.69574821,,1.9022880793,,-0.0022172097,,-0.0018646152,,0.0031179567,,0.9999910593032837)],Time,Interval:,0.008628,Running,Time:,7.35,,,,,,,
[(140,,43,,15,,21,,4.7259449959,,1.6957566738,,1.9022673368,,-0.0023383899,,-0.0017088602,,0.0030444532,,0.9999914765357971)],Time,Interval:,0.008625,Running,Time:,4.125051,,,,,,,
[(148,,43,,15,,21,,4.72590065,,1.6956071854,,1.9022803307,,-0.0022405791,,-0.0018027542,,0.0032504175,,0.9999906420707703)],Time,Interval:,0.008625,Running,Time:,8.842099,,,,,,,
[(156,,43,,15,,21,,4.7258172035,,1.6957585812,,1.9022166729,,-0.0022523142,,-0.0020106637,,0.0031376069,,0.9999911189079285)],Time,Interval:,0.008625,Running,Time:,13.291989,,,,,,,
[(165,,43,,15,,21,,4.7258195877,,1.6957546473,,1.9022115469,,-0.0022875464,,-0.0020587677,,0.0031643764,,0.9999909400939941)],Time,Interval:,0.008624,Running,Time:,3.049812,,,,,,,
[(173,,43,,15,,21,,4.7257871628,,1.6956856251,,1.9022744894,,-0.002252114,,-0.0019154353,,0.0030988385,,0.9999908208847046)],Time,Interval:,0.008623,Running,Time:,12.17488,,,,,,,
[(181,,43,,15,,21,,4.7259149551,,1.6957666874,,1.9022190571,,-0.0023303623,,-0.0019608499,,0.0031560655,,0.9999914169311523)],Time,Interval:,0.008622,Running,Time:,3.225122,,,,,,,
[(189,,43,,15,,21,,4.7259550095,,1.6957262754,,1.9022351503,,-0.0022456874,,-0.0019445093,,0.0031804033,,0.9999909400939941)],Time,Interval:,0.008621,Running,Time:,1.51653,,,,,,,
[(198,,43,,15,,21,,4.7258768082,,1.6957585812,,1.9022516012,,-0.0021268001,,-0.0019522933,,0.0028698258,,0.9999909996986389)],Time,Interval:,0.00862,Running,Time:,4.800476,,,,,,,
[(206,,43,,15,,21,,4.7258815765,,1.6957325935,,1.9022657871,,-0.0023549346,,-0.0017864917,,0.0029741463,,0.9999914169311523)],Time,Interval:,0.00862,Running,Time:,8.55008,,,,,,,
[(215,,43,,15,,21,,4.7258424759,,1.6957573891,,1.9022616148,,-0.0022147025,,-0.0019516393,,0.0031529346,,0.9999903440475464)],Time,Interval:,0.008618,Running,Time:,6.65839,,,,,,,
[(223,,43,,15,,21,,4.7258343697,,1.6957371235,,1.9022259712,,-0.0022482597,,-0.0018947215,,0.0031046285,,0.9999908208847046)],Time,Interval:,0.008618,Running,Time:,11.149688,,,,,,,
[(232,,43,,15,,21,,4.7258443832,,1.6957761049,,1.9022285938,,-0.0023030352,,-0.0019048327,,0.0031846026,,0.9999906420707703)],Time,Interval:,0.008617,Running,Time:,4.533419,,,,,,,
[(240,,43,,15,,21,,4.7258205414,,1.6957745552,,1.9022300243,,-0.0023708204,,-0.0018201433,,0.0029499519,,0.9999906420707703)],Time,Interval:,0.008617,Running,Time:,9.091558,,,,,,,
[(248,,43,,15,,21,,4.7258591652,,1.6957637072,,1.9022115469,,-0.0023227057,,-0.0020380537,,0.0031189828,,0.9999909400939941)],Time,Interval:,0.008617,Running,Time:,12.524771,,,,,,,
[(257,,43,,15,,21,,4.7258768082,,1.6957820654,,1.9022397995,,-0.002193768,,-0.0019467354,,0.0029864484,,0.9999909996986389)],Time,Interval:,0.008616,Running,Time:,2.474664,,,,,,,
[(265,,43,,15,,21,,4.7258787155,,1.6957677603,,1.9022192955,,-0.0022648436,,-0.0018778263,,0.0032522846,,0.999990701675415)],Time,Interval:,0.008616,Running,Time:,7.033317,,,,,,,
[(273,,43,,15,,21,,4.7259087563,,1.6957807541,,1.9022420645,,-0.0022913381,,-0.001948275,,0.0031539837,,0.9999907612800598)],Time,Interval:,0.008615,Running,Time:,7.874855,,,,,,,
[(281,,43,,15,,21,,4.7258667946,,1.6956435442,,1.902261734,,-0.0022366631,,-0.0018306834,,0.003235108,,0.9999904632568359)],Time,Interval:,0.008615,Running,Time:,12.400045,,,,,,,
[(290,,43,,15,,21,,4.7258434296,,1.6957563162,,1.9022601843,,-0.0023229888,,-0.0018531036,,0.0029795573,,0.9999909996986389)],Time,Interval:,0.008614,Running,Time:,15.666814,,,,,,,
[(298,,43,,15,,21,,4.7258548737,,1.6957507133,,1.9022161961,,-0.0022036491,,-0.0018522479,,0.0030651812,,0.9999907612800598)],Time,Interval:,0.008613,Running,Time:,16.600756,,,,,,,
[(307,,43,,15,,21,,4.7258634567,,1.6957668066,,1.9022493362,,-0.0023277353,,-0.0017751895,,0.00299523,,0.9999904036521912)],Time,Interval:,0.008612,Running,Time:,5.083693,,,,,,,
[(315,,43,,15,,21,,4.7258515358,,1.695690155,,1.902285099,,-0.0022068422,,-0.001833322,,0.003112535,,0.9999906420707703)],Time,Interval:,0.008611,Running,Time:,8.516587,,,,,,,
[(323,,43,,15,,21,,4.7258009911,,1.6956259012,,1.9022647142,,-0.0022574093,,-0.0018887079,,0.0031787455,,0.999990701675415)],Time,Interval:,0.008611,Running,Time:,14.41683,,,,,,,
[(332,,43,,15,,21,,4.7258796692,,1.6957739592,,1.9022226334,,-0.0022702944,,-0.0019291199,,0.0031554857,,0.9999913573265076)],Time,Interval:,0.008611,Running,Time:,14.625754,,,,,,,
[(340,,43,,15,,21,,4.7252511978,,1.6958050728,,1.9022032022,,-0.0023257642,,-0.0024200988,,0.0029805114,,0.9999911189079285)],Time,Interval:,0.00861,Running,Time:,8.258264,,,,,,,
[(348,,43,,15,,21,,4.7259092331,,1.6957529783,,1.9022306204,,-0.0022199915,,-0.0017919807,,0.0031565384,,0.9999910593032837)],Time,Interval:,0.008608,Running,Time:,7.726233,,,,,,,
[(357,,43,,15,,21,,4.7259111404,,1.6957712173,,1.9022386074,,-0.0022698673,,-0.0019076294,,0.00313612,,0.9999912977218628)],Time,Interval:,0.008607,Running,Time:,2.74155,,,,,,,
[(365,,43,,15,,21,,4.7259263992,,1.6957495213,,1.9022599459,,-0.0021863789,,-0.0017527848,,0.0031108842,,0.9999909996986389)],Time,Interval:,0.008607,Running,Time:,13.25004,,,,,,,
[(373,,43,,15,,21,,4.7258095741,,1.6957025528,,1.9023003578,,-0.0022846076,,-0.0018918634,,0.0030114055,,0.9999908804893494)],Time,Interval:,0.008605,Running,Time:,3.891378,,,,,,,
[(382,,43,,15,,21,,4.7258548737,,1.6956689358,,1.9022872448,,-0.0022801713,,-0.0018609907,,0.0030584114,,0.9999914169311523)],Time,Interval:,0.008605,Running,Time:,15.116836,,,,,,,
[(390,,43,,15,,21,,4.7258257866,,1.6956421137,,1.9022825956,,-0.0023808966,,-0.0018248762,,0.0031472445,,0.9999905824661255)],Time,Interval:,0.008604,Running,Time:,8.816546,,,,,,,
[(398,,43,,15,,21,,4.7259058952,,1.6957528591,,1.9022651911,,-0.0022224728,,-0.0018758836,,0.0030767117,,0.9999909996986389)],Time,Interval:,0.008604,Running,Time:,13.499862,,,,,,,
[(407,,43,,15,,21,,4.7259116173,,1.6957544088,,1.9022384882,,-0.002245368,,-0.0018423211,,0.0031382162,,0.9999909996986389)],Time,Interval:,0.008603,Running,Time:,6.725121,,,,,,,
[(415,,43,,15,,21,,4.7258110046,,1.6957696676,,1.9022322893,,-0.0021844481,,-0.0018332038,,0.0030989682,,0.9999913573265076)],Time,Interval:,0.008603,Running,Time:,14.591789,,,,,,,
[(423,,43,,15,,21,,4.7259116173,,1.6957887411,,1.902259469,,-0.0023362045,,-0.0017324031,,0.002943485,,0.9999908208847046)],Time,Interval:,0.008603,Running,Time:,15.400246,,,,,,,
[(432,,43,,15,,21,,4.7259187698,,1.6957778931,,1.9022331238,,-0.002253758,,-0.0018301161,,0.0032041604,,0.9999908804893494)],Time,Interval:,0.008601,Running,Time:,0.941673,,,,,,,
[(440,,43,,15,,21,,4.7258758545,,1.6957620382,,1.902277112,,-0.0023120102,,-0.0017372903,,0.0030740837,,0.9999907612800598)],Time,Interval:,0.008601,Running,Time:,4.141976,,,,,,,
[(448,,43,,15,,21,,4.7258887291,,1.6956284046,,1.9023046494,,-0.0022129207,,-0.0018816853,,0.003088536,,0.9999906420707703)],Time,Interval:,0.008601,Running,Time:,5.075081,,,,,,,
[(457,,43,,15,,21,,4.725818634,,1.6957491636,,1.902236104,,-0.0022382173,,-0.0019885674,,0.0031264813,,0.9999908804893494)],Time,Interval:,0.008598,Running,Time:,10.091624,,,,,,,
[(465,,43,,15,,21,,4.7259731293,,1.6957617998,,1.902240634,,-0.0022528083,,-0.0017572577,,0.0031356912,,0.9999905824661255)],Time,Interval:,0.008598,Running,Time:,13.416645,,,,,,,
[(473,,43,,15,,21,,4.7258911133,,1.6957811117,,1.9022607803,,-0.0023915186,,-0.0017629486,,0.0031161481,,0.9999910593032837)],Time,Interval:,0.008597,Running,Time:,0.599525,,,,,,,
[(482,,43,,15,,21,,4.7258629799,,1.6957398653,,1.9022144079,,-0.0022600307,,-0.0018749001,,0.0031021954,,0.9999908804893494)],Time,Interval:,0.008597,Running,Time:,0.633248,,,,,,,
[(490,,43,,15,,21,,4.7258644104,,1.6957427263,,1.9022797346,,-0.0022309553,,-0.0018585521,,0.0030618391,,0.9999914169311523)],Time,Interval:,0.008597,Running,Time:,0.999585,,,,,,,
[(498,,43,,15,,21,,4.7259459496,,1.6957787275,,1.9022798538,,-0.002375189,,-0.001822718,,0.0029620628,,0.9999907612800598)],Time,Interval:,0.008597,Running,Time:,12.949874,,,,,,,
[(506,,43,,15,,21,,4.7259526253,,1.695761919,,1.9022737741,,-0.0022557145,,-0.0018578178,,0.0031838941,,0.9999905824661255)],Time,Interval:,0.008596,Running,Time:,4.283429,,,,,,,
[(514,,43,,15,,21,,4.7259783745,,1.6957556009,,1.9022517204,,-0.0022379924,,-0.0017639227,,0.0031366011,,0.9999908804893494)],Time,Interval:,0.008596,Running,Time:,5.150101,,,,,,,
[(523,,43,,15,,21,,4.725962162,,1.6957508326,,1.9022897482,,-0.0023291153,,-0.0016610892,,0.0030786737,,0.9999917149543762)],Time,Interval:,0.008596,Running,Time:,10.291621,,,,,,,
[(532,,43,,15,,21,,4.7258787155,,1.695751667,,1.9022530317,,-0.0021754787,,-0.0018593061,,0.0030016827,,0.9999913573265076)],Time,Interval:,0.008596,Running,Time:,10.833166,,,,,,,
[(540,,43,,15,,21,,4.7258210182,,1.6956710815,,1.9022462368,,-0.0022249317,,-0.0017768705,,0.0031548697,,0.9999909400939941)],Time,Interval:,0.008595,Running,Time:,14.925249,,,,,,,
[(548,,43,,15,,21,,4.7259345055,,1.695635438,,1.9022736549,,-0.0022112576,,-0.0017146046,,0.0032185838,,0.9999908804893494)],Time,Interval:,0.008594,Running,Time:,6.033894,,,,,,,
[(557,,43,,15,,21,,4.7259116173,,1.6957894564,,1.9022462368,,-0.0022651367,,-0.0019318673,,0.0031164321,,0.9999909996986389)],Time,Interval:,0.008593,Running,Time:,7.982751,,,,,,,
[(565,,43,,15,,21,,4.7259573936,,1.6957573891,,1.9022636414,,-0.0022768828,,-0.0018376865,,0.0031830762,,0.9999907612800598)],Time,Interval:,0.008593,Running,Time:,11.808637,,,,,,,
[(573,,43,,15,,21,,4.7259588242,,1.6957399845,,1.9022854567,,-0.0023641107,,-0.0017928299,,0.0030644808,,0.9999911189079285)],Time,Interval:,0.008593,Running,Time:,12.783522,,,,,,,
[(581,,43,,15,,21,,4.72579813,,1.6957701445,,1.9023122787,,-0.0022534723,,-0.0020319687,,0.0030316256,,0.9999909996986389)],Time,Interval:,0.008592,Running,Time:,4.867367,,,,,,,
[(590,,43,,15,,21,,4.725851059,,1.6957759857,,1.9022247791,,-0.0022484269,,-0.0019206959,,0.0031231437,,0.9999905228614807)],Time,Interval:,0.008592,Running,Time:,11.083362,,,,,,,
[(598,,43,,15,,21,,4.7258372307,,1.695786953,,1.9022247791,,-0.0022348429,,-0.0019941968,,0.003018894,,0.9999909996986389)],Time,Interval:,0.008592,Running,Time:,12.483234,,,,,,,
[(606,,43,,15,,21,,4.7258496284,,1.6957577467,,1.9022345543,,-0.0022079886,,-0.0019283827,,0.0031053019,,0.9999913573265076)],Time,Interval:,0.008592,Running,Time:,13.199905,,,,,,,
[(615,,43,,15,,21,,4.7258448601,,1.6956241131,,1.902261734,,-0.0022384317,,-0.0019427312,,0.0031759054,,0.9999911785125732)],Time,Interval:,0.008591,Running,Time:,12.566813,,,,,,,
[(624,,43,,15,,21,,4.7258329391,,1.6957622766,,1.9022829533,,-0.0022511911,,-0.0018948021,,0.0030412956,,0.9999908804893494)],Time,Interval:,0.008591,Running,Time:,13.383941,,,,,,,
[(632,,43,,15,,21,,4.7259163857,,1.6957600117,,1.9022774696,,-0.0022100275,,-0.0018501433,,0.0031676483,,0.9999909996986389)],Time,Interval:,0.008591,Running,Time:,16.632946,,,,,,,
[(640,,43,,15,,21,,4.7259759903,,1.6957453489,,1.9022735357,,-0.0023681447,,-0.0016096289,,0.0030791769,,0.9999905824661255)],Time,Interval:,0.008587,Running,Time:,12.716757,,,,,,,
[(648,,43,,15,,21,,4.7259092331,,1.6957728863,,1.9022425413,,-0.0022532733,,-0.0018748363,,0.0031387031,,0.9999912977218628)],Time,Interval:,0.008586,Running,Time:,14.233513,,,,,,,
[(656,,43,,15,,21,,4.7260012627,,1.695710063,,1.9022682905,,-0.0022237955,,-0.0017915387,,0.0032742401,,0.9999908804893494)],Time,Interval:,0.008586,Running,Time:,16.641532,,,,,,,
[(665,,43,,15,,21,,4.7258973122,,1.6957770586,,1.9022284746,,-0.0022735402,,-0.001913614,,0.0032269754,,0.9999908208847046)],Time,Interval:,0.008584,Running,Time:,13.982851,,,,,,,
[(673,,43,,15,,21,,4.7259516716,,1.6957507133,,1.9022531509,,-0.0024101948,,-0.0016693764,,0.0031165229,,0.9999908208847046)],Time,Interval:,0.008583,Running,Time:,4.59194,,,,,,,
[(682,,43,,15,,21,,4.7258734703,,1.6957327127,,1.9022197723,,-0.0022296552,,-0.0018224873,,0.0031690453,,0.9999907612800598)],Time,Interval:,0.008583,Running,Time:,9.81665,,,,,,,
[(690,,43,,15,,21,,4.725818634,,1.6956843138,,1.9022752047,,-0.0022513,,-0.0018952608,,0.0031172961,,0.999990701675415)],Time,Interval:,0.008581,Running,Time:,4.241968,,,,,,,
[(699,,43,,15,,21,,4.725851059,,1.6956640482,,1.9022827148,,-0.0022052936,,-0.0017951857,,0.0031397149,,0.9999910593032837)],Time,Interval:,0.008581,Running,Time:,14.450741,,,,,,,
[(706,,43,,15,,21,,4.7258443832,,1.6956778765,,1.9022830725,,-0.0022205464,,-0.0019393704,,0.0031748856,,0.9999911785125732)],Time,Interval:,0.00858,Running,Time:,15.47471,,,,,,,
[(715,,43,,15,,21,,4.7258858681,,1.6957679987,,1.9022244215,,-0.0022316806,,-0.0019141017,,0.0031112158,,0.9999909400939941)],Time,Interval:,0.008579,Running,Time:,2.684346,,,,,,,
[(723,,43,,15,,21,,4.7258787155,,1.6957011223,,1.9022384882,,-0.0022267376,,-0.0019216153,,0.0031740195,,0.9999902844429016)],Time,Interval:,0.008578,Running,Time:,12.28364,,,,,,,
[(732,,43,,15,,21,,4.725877285,,1.6957464218,,1.9022405148,,-0.0022222758,,-0.0019457212,,0.0031129578,,0.9999908208847046)],Time,Interval:,0.008576,Running,Time:,6.225414,,,,,,,
[(740,,43,,15,,21,,4.7259435654,,1.6957416534,,1.9022549391,,-0.0022087116,,-0.0018758969,,0.0031163928,,0.9999909996986389)],Time,Interval:,0.008575,Running,Time:,0.57478,,,,,,,
[(748,,43,,15,,21,,4.7258958817,,1.6957534552,,1.9022625685,,-0.0023243455,,-0.0017253635,,0.0029797887,,0.999990701675415)],Time,Interval:,0.008575,Running,Time:,13.925588,,,,,,,
[(757,,43,,15,,21,,4.7259392738,,1.6957286596,,1.902244091,,-0.0022336768,,-0.0017697394,,0.0032327326,,0.9999907612800598)],Time,Interval:,0.008573,Running,Time:,5.233492,,,,,,,
[(765,,43,,15,,21,,4.7258915901,,1.6957668066,,1.9022250175,,-0.0022232113,,-0.0018403889,,0.0030842943,,0.9999907612800598)],Time,Interval:,0.008573,Running,Time:,5.493084,,,,,,,
[(773,,43,,15,,21,,4.725897789,,1.6956455708,,1.9023102522,,-0.002219104,,-0.0018132653,,0.0031015165,,0.9999915361404419)],Time,Interval:,0.008572,Running,Time:,11.608368,,,,,,,
[(782,,43,,15,,21,,4.7259001732,,1.695756197,,1.9022458792,,-0.0022229096,,-0.0019287014,,0.0029932172,,0.999990701675415)],Time,Interval:,0.008571,Running,Time:,7.666778,,,,,,,
[(790,,43,,15,,21,,4.7258806229,,1.6957564354,,1.9022164345,,-0.0022491743,,-0.0019720518,,0.0031003444,,0.9999907612800598)],Time,Interval:,0.008571,Running,Time:,14.733381,,,,,,,
[(798,,43,,15,,21,,4.725856781,,1.6955984831,,1.9022655487,,-0.0022015844,,-0.0018207657,,0.0031757632,,0.9999911189079285)],Time,Interval:,0.00857,Running,Time:,0.174916,,,,,,,
[(806,,43,,15,,21,,4.7257733345,,1.6957665682,,1.9022241831,,-0.0023516831,,-0.0018862549,,0.0030034957,,0.9999909400939941)],Time,Interval:,0.00857,Running,Time:,1.434658,,,,,,,
[(815,,43,,15,,21,,4.7259349823,,1.6957554817,,1.90224576,,-0.0022630724,,-0.0018430417,,0.0031621596,,0.9999908208847046)],Time,Interval:,0.00857,Running,Time:,1.716608,,,,,,,
[(823,,43,,15,,21,,4.7259478569,,1.6957528591,,1.9022462368,,-0.0022445647,,-0.0018671872,,0.0031091354,,0.9999909400939941)],Time,Interval:,0.00857,Running,Time:,2.042965,,,,,,,
[(831,,43,,15,,21,,4.7259340286,,1.6957474947,,1.9022364616,,-0.0022229445,,-0.0018426959,,0.0031200631,,0.999991238117218)],Time,Interval:,0.00857,Running,Time:,7.067044,,,,,,,
[(840,,43,,15,,21,,4.7258739471,,1.6957826614,,1.9022083282,,-0.0022832735,,-0.0019358891,,0.0032851845,,0.9999914169311523)],Time,Interval:,0.00857,Running,Time:,16.308419,,,,,,,
[(849,,43,,15,,21,,4.7259612083,,1.695753932,,1.9022433758,,-0.0022617162,,-0.0018163073,,0.003188143,,0.9999918341636658)],Time,Interval:,0.008569,Running,Time:,1.641219,,,,,,,
[(856,,43,,15,,21,,4.7258515358,,1.695704937,,1.9022614956,,-0.0021446873,,-0.0018815405,,0.003035364,,0.9999910593032837)],Time,Interval:,0.008565,Running,Time:,1.849913,,,,,,,
[(865,,43,,15,,21,,4.7258434296,,1.695758462,,1.9021891356,,-0.002298587,,-0.0019860663,,0.0030867842,,0.9999914765357971)],Time,Interval:,0.008563,Running,Time:,7.675341,,,,,,,
[(873,,43,,15,,21,,4.7258520126,,1.6957559586,,1.9022264481,,-0.0022073763,,-0.0018325091,,0.003154716,,0.9999915957450867)],Time,Interval:,0.008562,Running,Time:,0.249727,,,,,,,
[(881,,43,,15,,21,,4.7259597778,,1.6956814528,,1.9022961855,,-0.002142454,,-0.0017518096,,0.0031095331,,0.9999914765357971)],Time,Interval:,0.008562,Running,Time:,0.282712,,,,,,,
[(890,,43,,15,,21,,4.7259054184,,1.6957855225,,1.9022520781,,-0.002355126,,-0.0017678381,,0.0029960549,,0.999990701675415)],Time,Interval:,0.008562,Running,Time:,2.024653,,,,,,,
[(898,,43,,15,,21,,4.7258901596,,1.6956186295,,1.9022821188,,-0.0022100641,,-0.001972578,,0.0031005009,,0.9999905824661255)],Time,Interval:,0.008561,Running,Time:,1.500021,,,,,,,
[(906,,43,,15,,21,,4.7258939743,,1.6956579685,,1.9022905827,,-0.0021935939,,-0.0018973481,,0.0031440589,,0.9999905824661255)],Time,Interval:,0.008561,Running,Time:,3.499878,,,,,,,
[(915,,43,,15,,21,,4.7258520126,,1.6957603693,,1.9022130966,,-0.0022456427,,-0.0018781478,,0.0030878941,,0.9999909400939941)],Time,Interval:,0.008561,Running,Time:,9.758292,,,,,,,
[(923,,43,,15,,21,,4.7258019447,,1.6958062649,,1.9022232294,,-0.0021874432,,-0.001993686,,0.0029616207,,0.9999908208847046)],Time,Interval:,0.008561,Running,Time:,12.158016,,,,,,,
[(932,,43,,15,,21,,4.7258000374,,1.6956733465,,1.9022347927,,-0.0022210686,,-0.0019002862,,0.0031533963,,0.9999902248382568)],Time,Interval:,0.008561,Running,Time:,16.049888,,,,,,,
[(940,,43,,15,,21,,4.7259187698,,1.6957410574,,1.9022644758,,-0.0023586112,,-0.001662069,,0.0030639761,,0.9999906420707703)],Time,Interval:,0.00856,Running,Time:,13.583507,,,,,,,
[(948,,43,,15,,21,,4.7258367538,,1.6956564188,,1.9022758007,,-0.0022244104,,-0.0019601928,,0.0030865746,,0.9999907612800598)],Time,Interval:,0.008559,Running,Time:,1.483063,,,,,,,
[(956,,43,,15,,21,,4.7259788513,,1.6957466602,,1.9022413492,,-0.0022185196,,-0.0018242735,,0.0031213937,,0.9999907612800598)],Time,Interval:,0.008559,Running,Time:,14.966665,,,,,,,
[(964,,43,,15,,21,,4.725982666,,1.6957826614,,1.902335763,,-0.0022632945,,-0.0016124506,,0.0029025781,,0.9999915957450867)],Time,Interval:,0.008558,Running,Time:,3.799934,,,,,,,
[(973,,43,,15,,21,,4.7258558273,,1.6956795454,,1.9022672176,,-0.0022443479,,-0.0019646862,,0.0030547094,,0.9999912977218628)],Time,Interval:,0.008556,Running,Time:,4.625255,,,,,,,
[(981,,43,,15,,21,,4.7259278297,,1.6957455873,,1.9022529125,,-0.0022610778,,-0.0018620159,,0.0031836259,,0.9999908804893494)],Time,Interval:,0.008556,Running,Time:,9.208682,,,,,,,
[(990,,43,,15,,21,,4.725833416,,1.6957665682,,1.902228117,,-0.0024093459,,-0.001773877,,0.0031113452,,0.9999907612800598)],Time,Interval:,0.008555,Running,Time:,7.59187,,,,,,,
[(998,,43,,15,,21,,4.7258620262,,1.6956164837,,1.902261138,,-0.0022259643,,-0.0018867014,,0.0031177145,,0.9999902844429016)],Time,Interval:,0.008554,Running,Time:,4.250522,,,,,,,
[(7,,44,,15,,21,,4.7259321213,,1.6956013441,,1.9022564888,,-0.0022137896,,-0.0018355147,,0.0031478547,,0.9999915361404419)],Time,Interval:,0.008554,Running,Time:,6.783515,,,,,,,
[(15,,44,,15,,21,,4.7258162498,,1.6957272291,,1.902285099,,-0.0021900025,,-0.001964652,,0.0029475889,,0.999991774559021)],Time,Interval:,0.008554,Running,Time:,12.849921,,,,,,,
[(23,,44,,15,,21,,4.7259063721,,1.6957422495,,1.9022521973,,-0.0022583276,,-0.0019343236,,0.0031291952,,0.999990701675415)],Time,Interval:,0.008553,Running,Time:,0.166346,,,,,,,
