['(819538', ' 252', ' 13', ' 5', ' 22', ' 0.20910631120204926', ' 0.0619194433093071', ' -0.10932329297065735']	1481256313.259185	1481256313.259229
['(819541', ' 277', ' 13', ' 5', ' 22', ' 0.20908567309379578', ' 0.06195295974612236', ' -0.10932599008083344']	1481256313.279198	1481256313.279271
['(819543', ' 293', ' 13', ' 5', ' 22', ' 0.20910067856311798', ' 0.0618714801967144', ' -0.1093108281493187']	1481256313.299219	1481256313.299307
['(819546', ' 319', ' 13', ' 5', ' 22', ' 0.20910196006298065', ' 0.06192195788025856', ' -0.10933861881494522']	1481256313.319209	1481256313.319283
['(819548', ' 336', ' 13', ' 5', ' 22', ' 0.2090953141450882', ' 0.061928533017635345', ' -0.10931958258152008']	1481256313.339209	1481256313.339278
['(819551', ' 361', ' 13', ' 5', ' 22', ' 0.20909488201141357', ' 0.06188422814011574', ' -0.10929790139198303']	1481256313.359194	1481256313.359243
['(819553', ' 378', ' 13', ' 5', ' 22', ' 0.20910094678401947', ' 0.06194257363677025', ' -0.10937134176492691']	1481256313.379200	1481256313.379258
['(819555', ' 394', ' 13', ' 5', ' 22', ' 0.2091069221496582', ' 0.06187863275408745', ' -0.10931390523910522']	1481256313.399377	1481256313.399444
['(819558', ' 420', ' 13', ' 5', ' 22', ' 0.20910805463790894', ' 0.061898838728666306', ' -0.10935390740633011']	1481256313.419326	1481256313.419408
['(819560', ' 436', ' 13', ' 5', ' 22', ' 0.20908762514591217', ' 0.061894915997982025', ' -0.10932409763336182']	1481256313.439236	1481256313.439338
['(819563', ' 461', ' 13', ' 5', ' 22', ' 0.2091016322374344', ' 0.06187405064702034', ' -0.10929129272699356']	1481256313.459234	1481256313.459309
['(819565', ' 478', ' 13', ' 5', ' 22', ' 0.2090805321931839', ' 0.0619451180100441', ' -0.10931776463985443']	1481256313.479233	1481256313.479323
['(819567', ' 494', ' 13', ' 5', ' 22', ' 0.2091013789176941', ' 0.06187046691775322', ' -0.1092982366681099']	1481256313.499232	1481256313.499314
['(819570', ' 519', ' 13', ' 5', ' 22', ' 0.20908868312835693', ' 0.06190897896885872', ' -0.10932058840990067']	1481256313.519282	1481256313.519356
['(819572', ' 536', ' 13', ' 5', ' 22', ' 0.20911498367786407', ' 0.06191715598106384', ' -0.10932820290327072']	1481256313.539218	1481256313.539292
['(819575', ' 561', ' 13', ' 5', ' 22', ' 0.20908322930335999', ' 0.06185741350054741', ' -0.10927900671958923']	1481256313.559206	1481256313.559282
['(819577', ' 578', ' 13', ' 5', ' 22', ' 0.20910079777240753', ' 0.06195124611258507', ' -0.10934782028198242']	1481256313.579192	1481256313.579232
['(819579', ' 594', ' 13', ' 5', ' 22', ' 0.2091028243303299', ' 0.0618765726685524', ' -0.10929936170578003']	1481256313.599452	1481256313.599490
['(819582', ' 619', ' 13', ' 5', ' 22', ' 0.2091045379638672', ' 0.06191881000995636', ' -0.10935105383396149']	1481256313.619207	1481256313.619277
['(819584', ' 636', ' 13', ' 5', ' 22', ' 0.20908476412296295', ' 0.06189093366265297', ' -0.10931422561407089']	1481256313.639216	1481256313.639291
['(819587', ' 661', ' 13', ' 5', ' 22', ' 0.20908817648887634', ' 0.061851050704717636', ' -0.10931281000375748']	1481256313.659328	1481256313.659423
['(819589', ' 678', ' 13', ' 5', ' 22', ' 0.20911230146884918', ' 0.061954084783792496', ' -0.10938196629285812']	1481256313.679212	1481256313.679280
['(819591', ' 694', ' 13', ' 5', ' 22', ' 0.20911905169487', ' 0.06187964603304863', ' -0.10933252424001694']	1481256313.699224	1481256313.699298
['(819594', ' 720', ' 13', ' 5', ' 22', ' 0.2091062366962433', ' 0.06194661185145378', ' -0.10931792855262756']	1481256313.719223	1481256313.719301
['(819596', ' 736', ' 13', ' 5', ' 22', ' 0.20909535884857178', ' 0.06188133358955383', ' -0.10931610316038132']	1481256313.739215	1481256313.739285
['(819599', ' 761', ' 13', ' 5', ' 22', ' 0.2090972363948822', ' 0.061873581260442734', ' -0.10929707437753677']	1481256313.759200	1481256313.759241
['(819601', ' 778', ' 13', ' 5', ' 22', ' 0.20910756289958954', ' 0.06195162609219551', ' -0.10936437547206879']	1481256313.779176	1481256313.779206
['(819603', ' 795', ' 13', ' 5', ' 22', ' 0.20911897718906403', ' 0.06188485398888588', ' -0.10934150218963623']	1481256313.799371	1481256313.799456
['(819606', ' 819', ' 13', ' 5', ' 22', ' 0.2091185450553894', ' 0.06191330775618553', ' -0.10935891419649124']	1481256313.819202	1481256313.819230
['(819608', ' 836', ' 13', ' 5', ' 22', ' 0.2090987265110016', ' 0.061903394758701324', ' -0.10930774360895157']	1481256313.839176	1481256313.839211
['(819611', ' 861', ' 13', ' 5', ' 22', ' 0.20910310745239258', ' 0.061874475330114365', ' -0.10928851366043091']	1481256313.859178	1481256313.859214
['(819613', ' 878', ' 13', ' 5', ' 22', ' 0.20909380912780762', ' 0.061916008591651917', ' -0.10934457182884216']	1481256313.879258	1481256313.879314
['(819615', ' 895', ' 13', ' 5', ' 22', ' 0.20912058651447296', ' 0.06189597398042679', ' -0.10933887958526611']	1481256313.899218	1481256313.899324
['(819618', ' 919', ' 13', ' 5', ' 22', ' 0.20911461114883423', ' 0.06192416697740555', ' -0.10934148728847504']	1481256313.919218	1481256313.919286
['(819620', ' 936', ' 13', ' 5', ' 22', ' 0.20909075438976288', ' 0.06186928600072861', ' -0.10931071639060974']	1481256313.939210	1481256313.939284
['(819623', ' 961', ' 13', ' 5', ' 22', ' 0.20910371840000153', ' 0.06189683824777603', ' -0.10931122303009033']	1481256313.959410	1481256313.959462
['(819625', ' 978', ' 13', ' 5', ' 22', ' 0.20910799503326416', ' 0.06192285567522049', ' -0.10936479270458221']	1481256313.979222	1481256313.979293
['(819627', ' 995', ' 13', ' 5', ' 22', ' 0.20911376178264618', ' 0.061909087002277374', ' -0.1093144416809082']	1481256313.999193	1481256313.999243
['(819630', ' 19', ' 14', ' 5', ' 22', ' 0.2091090828180313', ' 0.0619327612221241', ' -0.10934096574783325']	1481256314.019183	1481256314.019222
['(819632', ' 36', ' 14', ' 5', ' 22', ' 0.20909784734249115', ' 0.06186734512448311', ' -0.10928925126791']	1481256314.039273	1481256314.039315
['(819635', ' 61', ' 14', ' 5', ' 22', ' 0.20908842980861664', ' 0.06188221275806427', ' -0.10928370803594589']	1481256314.059182	1481256314.059229
['(819637', ' 78', ' 14', ' 5', ' 22', ' 0.20908208191394806', ' 0.06192171573638916', ' -0.10932013392448425']	1481256314.079200	1481256314.079265
['(819639', ' 94', ' 14', ' 5', ' 22', ' 0.20910435914993286', ' 0.06190580502152443', ' -0.10933244228363037']	1481256314.099307	1481256314.099389
['(819642', ' 119', ' 14', ' 5', ' 22', ' 0.2091064155101776', ' 0.06193644180893898', ' -0.1093640998005867']	1481256314.119209	1481256314.119289
['(819644', ' 136', ' 14', ' 5', ' 22', ' 0.20908775925636292', ' 0.06185860186815262', ' -0.10931052267551422']	1481256314.139223	1481256314.139322
['(819647', ' 161', ' 14', ' 5', ' 22', ' 0.20909003913402557', ' 0.06191721931099892', ' -0.10931902378797531']	1481256314.159223	1481256314.159294
['(819649', ' 178', ' 14', ' 5', ' 22', ' 0.20910108089447021', ' 0.061905842274427414', ' -0.10937659442424774']	1481256314.179208	1481256314.179283
['(819651', ' 194', ' 14', ' 5', ' 22', ' 0.20911554992198944', ' 0.06189586967229843', ' -0.10934722423553467']	1481256314.199174	1481256314.199203
['(819654', ' 219', ' 14', ' 5', ' 22', ' 0.209103524684906', ' 0.061950765550136566', ' -0.1093711331486702']	1481256314.219278	1481256314.219316
['(819656', ' 236', ' 14', ' 5', ' 22', ' 0.2090962827205658', ' 0.06187853217124939', ' -0.10935430973768234']	1481256314.239909	1481256314.240007
['(819659', ' 261', ' 14', ' 5', ' 22', ' 0.20910705626010895', ' 0.0619150847196579', ' -0.10935774445533752']	1481256314.259224	1481256314.259297
['(819661', ' 278', ' 14', ' 5', ' 22', ' 0.20910967886447906', ' 0.061945609748363495', ' -0.10936692357063293']	1481256314.279238	1481256314.279309
['(819663', ' 295', ' 14', ' 5', ' 22', ' 0.209116131067276', ' 0.06190492957830429', ' -0.10937654227018356']	1481256314.299214	1481256314.299283
['(819666', ' 320', ' 14', ' 5', ' 22', ' 0.20905575156211853', ' 0.06195491924881935', ' -0.10941540449857712']	1481256314.319222	1481256314.319325
['(819668', ' 336', ' 14', ' 5', ' 22', ' 0.20909199118614197', ' 0.06188066303730011', ' -0.1093398705124855']	1481256314.339378	1481256314.339447
['(819671', ' 361', ' 14', ' 5', ' 22', ' 0.20910407602787018', ' 0.06189999729394913', ' -0.10938975214958191']	1481256314.359635	1481256314.359706
['(819673', ' 378', ' 14', ' 5', ' 22', ' 0.2091132253408432', ' 0.061914145946502686', ' -0.1093694418668747']	1481256314.379343	1481256314.379426
['(819675', ' 394', ' 14', ' 5', ' 22', ' 0.20910575985908508', ' 0.06190723925828934', ' -0.10933226346969604']	1481256314.399213	1481256314.399280
['(819678', ' 419', ' 14', ' 5', ' 22', ' 0.20910649001598358', ' 0.061941832304000854', ' -0.10936787724494934']	1481256314.419221	1481256314.419304
['(819680', ' 436', ' 14', ' 5', ' 22', ' 0.2091057449579239', ' 0.06187483295798302', ' -0.10932501405477524']	1481256314.439231	1481256314.439306
['(819683', ' 461', ' 14', ' 5', ' 22', ' 0.20910446345806122', ' 0.06191382557153702', ' -0.10932676494121552']	1481256314.459189	1481256314.459223
['(819685', ' 478', ' 14', ' 5', ' 22', ' 0.20911848545074463', ' 0.06191084533929825', ' -0.10936298221349716']	1481256314.479175	1481256314.479205
['(819687', ' 494', ' 14', ' 5', ' 22', ' 0.20912328362464905', ' 0.06190015375614166', ' -0.10937437415122986']	1481256314.499197	1481256314.499229
['(819690', ' 520', ' 14', ' 5', ' 22', ' 0.20902809500694275', ' 0.06195482239127159', ' -0.10930220782756805']	1481256314.519181	1481256314.519224
['(819692', ' 536', ' 14', ' 5', ' 22', ' 0.20908057689666748', ' 0.06186969205737114', ' -0.10927677899599075']	1481256314.539202	1481256314.539297
['(819695', ' 561', ' 14', ' 5', ' 22', ' 0.20910771191120148', ' 0.061893925070762634', ' -0.10934293270111084']	1481256314.559211	1481256314.559280
