hello :-)!	Time Interval: 1479086849.711410	Running Time: 0.000000
[(0.7679192423820496,), (2.420987606048584,), (0.7688890695571899,)]	Time Interval: 0.008858	Running Time: 10.798498
[(0.7676923871040344,), (2.414703845977783,), (0.7560374736785889,)]	Time Interval: 0.008003	Running Time: 10.806501
[(0.7675372958183289,), (2.4082393646240234,), (0.7430745959281921,)]	Time Interval: 0.008152	Running Time: 10.814653
[(0.7675700783729553,), (2.4015824794769287,), (0.729595422744751,)]	Time Interval: 0.008737	Running Time: 10.823390
[(0.767553448677063,), (2.3949530124664307,), (0.7162973880767822,)]	Time Interval: 0.008187	Running Time: 10.831577
[(0.7675444483757019,), (2.3879899978637695,), (0.7032944560050964,)]	Time Interval: 0.008419	Running Time: 10.839996
[(0.7675676941871643,), (2.381747007369995,), (0.6900894045829773,)]	Time Interval: 0.008291	Running Time: 10.848287
[(0.7676166892051697,), (2.374420642852783,), (0.6770066022872925,)]	Time Interval: 0.008693	Running Time: 10.856980
[(0.7673749327659607,), (2.367180109024048,), (0.6639819145202637,)]	Time Interval: 0.008077	Running Time: 10.865057
[(0.7671272158622742,), (2.359604835510254,), (0.6509837508201599,)]	Time Interval: 0.008247	Running Time: 10.873304
[(0.7670990228652954,), (2.351844310760498,), (0.6381205916404724,)]	Time Interval: 0.008358	Running Time: 10.881662
[(0.7671231627464294,), (2.3439018726348877,), (0.6252297759056091,)]	Time Interval: 0.008711	Running Time: 10.890373
[(0.7672045230865479,), (2.3358917236328125,), (0.612453818321228,)]	Time Interval: 0.007866	Running Time: 10.898239
[(0.7672051787376404,), (2.3276405334472656,), (0.599713146686554,)]	Time Interval: 0.008425	Running Time: 10.906664
[(0.7671825885772705,), (2.3191094398498535,), (0.5870857238769531,)]	Time Interval: 0.008304	Running Time: 10.914968
[(0.7672406435012817,), (2.310368537902832,), (0.5746942758560181,)]	Time Interval: 0.008247	Running Time: 10.923215
[(0.767030656337738,), (2.3012795448303223,), (0.5621767640113831,)]	Time Interval: 0.008310	Running Time: 10.931525
[(0.7669249176979065,), (2.2921266555786133,), (0.5496994256973267,)]	Time Interval: 0.008517	Running Time: 10.940042
[(0.7668906450271606,), (2.282623052597046,), (0.537177562713623,)]	Time Interval: 0.008653	Running Time: 10.948695
[(0.7666976451873779,), (2.272873878479004,), (0.5247806906700134,)]	Time Interval: 0.008705	Running Time: 10.957400
[(0.7666615843772888,), (2.2630133628845215,), (0.5124935507774353,)]	Time Interval: 0.007622	Running Time: 10.965022
[(0.7663800120353699,), (2.2530102729797363,), (0.5001404285430908,)]	Time Interval: 0.008226	Running Time: 10.973248
[(0.7661175727844238,), (2.242482900619507,), (0.4878229796886444,)]	Time Interval: 0.008398	Running Time: 10.981646
[(0.7658706903457642,), (2.2319157123565674,), (0.4756006598472595,)]	Time Interval: 0.008060	Running Time: 10.989706
[(0.7657656669616699,), (2.2212352752685547,), (0.463415265083313,)]	Time Interval: 0.008598	Running Time: 10.998304
[(0.7658369541168213,), (2.210169553756714,), (0.4513571858406067,)]	Time Interval: 0.009002	Running Time: 11.007306
[(0.7658548951148987,), (2.19877028465271,), (0.4392857551574707,)]	Time Interval: 0.007854	Running Time: 11.015160
[(0.7656862735748291,), (2.18731689453125,), (0.4274258315563202,)]	Time Interval: 0.008383	Running Time: 11.023543
[(0.7654592394828796,), (2.1756131649017334,), (0.4154371917247772,)]	Time Interval: 0.008268	Running Time: 11.031811
[(0.7651536464691162,)]	Time Interval: 0.000041	Running Time: 11.031852
[(0.4035250246524811,), (0.765088677406311,), (2.1514813899993896,)]	Time Interval: 0.008259	Running Time: 11.040111
[(0.39157575368881226,), (0.7650602459907532,), (2.139113664627075,)]	Time Interval: 0.008491	Running Time: 11.048602
[(0.3795858919620514,), (0.7649154663085938,), (2.126673698425293,)]	Time Interval: 0.007865	Running Time: 11.056467
[(0.36761993169784546,), (0.7646329998970032,), (2.113945245742798,)]	Time Interval: 0.016537	Running Time: 11.073004
[(0.3556220531463623,), (0.7644109129905701,), (2.1011252403259277,)]	Time Interval: 0.001785	Running Time: 11.074789
[(0.34354764223098755,), (0.7642684578895569,), (2.0881235599517822,)]	Time Interval: 0.007083	Running Time: 11.081872
[(0.33150342106819153,), (0.7640712857246399,), (2.075091600418091,)]	Time Interval: 0.009965	Running Time: 11.091837
[(0.31962862610816956,), (0.7636932730674744,), (2.061857223510742,)]	Time Interval: 0.007798	Running Time: 11.099635
[(0.30756914615631104,), (0.7635155320167542,), (2.048643112182617,)]	Time Interval: 0.007335	Running Time: 11.106970
[(0.2958168089389801,), (0.7634928226470947,), (2.0352580547332764,)]	Time Interval: 0.008672	Running Time: 11.115642
[(0.28383058309555054,), (0.7634474635124207,), (2.02177357673645,)]	Time Interval: 0.008196	Running Time: 11.123838
[(0.2722546458244324,), (0.7632105946540833,), (2.008112668991089,)]	Time Interval: 0.009670	Running Time: 11.133508
[(0.26087018847465515,), (0.7631802558898926,), (1.9942318201065063,)]	Time Interval: 0.006585	Running Time: 11.140093
[(0.24915100634098053,), (0.7629500031471252,), (1.9803637266159058,)]	Time Interval: 0.008492	Running Time: 11.148585
[(0.2374076098203659,), (0.7628066539764404,), (1.966434359550476,)]	Time Interval: 0.008568	Running Time: 11.157153
[(0.2255728393793106,), (0.7625709176063538,), (1.9523757696151733,)]	Time Interval: 0.011059	Running Time: 11.168212
[(0.21383212506771088,), (0.7622380256652832,), (1.9381941556930542,)]	Time Interval: 0.005539	Running Time: 11.173751
[(0.20211265981197357,), (0.7619883418083191,), (1.9241037368774414,)]	Time Interval: 0.009610	Running Time: 11.183361
[(0.19029821455478668,), (0.7617069482803345,), (1.9098728895187378,)]	Time Interval: 0.007526	Running Time: 11.190887
[(0.1784743368625641,), (0.7615373134613037,), (1.895643949508667,)]	Time Interval: 0.008479	Running Time: 11.199366
[(0.16662459075450897,), (0.7612525820732117,), (1.8813577890396118,)]	Time Interval: 0.008236	Running Time: 11.207602
[(0.15478627383708954,), (0.7610487937927246,), (1.8669220209121704,)]	Time Interval: 0.009369	Running Time: 11.216971
[(0.14294208586215973,), (0.761151909828186,), (1.8525428771972656,)]	Time Interval: 0.007206	Running Time: 11.224177
[(0.13110493123531342,), (0.7609690427780151,), (1.8378716707229614,)]	Time Interval: 0.008844	Running Time: 11.233021
[(0.11903169006109238,), (0.7605620622634888,), (1.8233674764633179,)]	Time Interval: 0.008196	Running Time: 11.241217
[(0.10689371079206467,), (0.7600859999656677,), (1.8086562156677246,)]	Time Interval: 0.008008	Running Time: 11.249225
[(0.09507869929075241,), (0.7601779103279114,), (1.7940762042999268,)]	Time Interval: 0.009375	Running Time: 11.258600
[(0.0829363614320755,), (0.7599960565567017,), (1.7792963981628418,)]	Time Interval: 0.006858	Running Time: 11.265458
[(0.07088913768529892,), (0.7598056197166443,), (1.7642074823379517,)]	Time Interval: 0.009266	Running Time: 11.274724
[(0.058538127690553665,), (0.759509801864624,), (1.7494115829467773,)]	Time Interval: 0.007666	Running Time: 11.282390
[(0.04891100525856018,), (0.7578104138374329,), (1.7349746227264404,)]	Time Interval: 0.008283	Running Time: 11.290673
[(0.03412896394729614,), (0.7592407464981079,), (1.719050407409668,)]	Time Interval: 0.007817	Running Time: 11.298490
[(0.023279281333088875,), (0.758246660232544,), (1.7044434547424316,)]	Time Interval: 0.009170	Running Time: 11.307660
[(0.010692911222577095,), (0.7596280574798584,), (1.6892893314361572,)]	Time Interval: 0.007685	Running Time: 11.315345
[(-0.0021503178868442774,), (0.758041262626648,), (1.67294442653656,)]	Time Interval: 0.008526	Running Time: 11.323871
[(-0.0021503265015780926,), (0.758041262626648,), (1.67294442653656,)]	Time Interval: 0.008438	Running Time: 11.332309
[(-0.027290238067507744,), (0.7581865191459656,), (1.6433428525924683,)]	Time Interval: 0.008009	Running Time: 11.340318
[(-0.03950440138578415,), (0.758097767829895,), (1.6282085180282593,)]	Time Interval: 0.008339	Running Time: 11.348657
[(-0.05148494243621826,), (0.757871150970459,), (1.613021731376648,)]	Time Interval: 0.008246	Running Time: 11.356903
[(-0.06353011727333069,), (0.7577150464057922,), (1.5976635217666626,)]	Time Interval: 0.008715	Running Time: 11.365618
[(-0.07622618228197098,), (0.7577356100082397,), (1.5822607278823853,)]	Time Interval: 0.008812	Running Time: 11.374430
[(-0.08796560019254684,), (0.7577388286590576,), (1.5675631761550903,)]	Time Interval: 0.007879	Running Time: 11.382309
[(-0.10019310563802719,), (0.7575993537902832,), (1.5522212982177734,)]	Time Interval: 0.007919	Running Time: 11.390228
[(-0.11213276535272598,), (0.7573482990264893,), (1.536949872970581,)]	Time Interval: 0.008697	Running Time: 11.398925
[(-0.12448027729988098,), (0.7570798397064209,), (1.5217911005020142,)]	Time Interval: 0.008400	Running Time: 11.407325
[(-0.1362418532371521,), (0.7573615312576294,), (1.5067451000213623,)]	Time Interval: 0.008493	Running Time: 11.415818
[(-0.14845438301563263,), (0.7574730515480042,), (1.491654872894287,)]	Time Interval: 0.007648	Running Time: 11.423466
[(-0.16042037308216095,), (0.7570199966430664,), (1.476567268371582,)]	Time Interval: 0.008432	Running Time: 11.431898
[(-0.17268218100070953,), (0.756662130355835,), (1.4614964723587036,)]	Time Interval: 0.008409	Running Time: 11.440307
[(-0.18446685373783112,), (0.7563580870628357,), (1.4465410709381104,)]	Time Interval: 0.007881	Running Time: 11.448188
[(-0.19631709158420563,), (0.7564660906791687,), (1.4315755367279053,)]	Time Interval: 0.009198	Running Time: 11.457386
[(-0.20790217816829681,), (0.7565946578979492,), (1.4167855978012085,)]	Time Interval: 0.008305	Running Time: 11.465691
[(-0.2197834998369217,), (0.7564311027526855,), (1.401843547821045,)]	Time Interval: 0.008074	Running Time: 11.473765
[(-0.2314656376838684,), (0.7561125159263611,), (1.3868378400802612,)]	Time Interval: 0.008482	Running Time: 11.482247
[(-0.24319185316562653,), (0.7559828758239746,), (1.3719695806503296,)]	Time Interval: 0.008075	Running Time: 11.490322
[(-0.2548609972000122,), (0.7559576630592346,), (1.3571367263793945,)]	Time Interval: 0.007879	Running Time: 11.498201
[(-0.2663641571998596,), (0.7559306621551514,), (1.3423867225646973,)]	Time Interval: 0.009088	Running Time: 11.507289
[(-0.27797040343284607,), (0.7555866241455078,), (1.3275351524353027,)]	Time Interval: 0.008206	Running Time: 11.515495
[(-0.28942686319351196,), (0.7555797696113586,), (1.3127936124801636,)]	Time Interval: 0.008048	Running Time: 11.523543
[(-0.3009805381298065,), (0.7552860975265503,), (1.297951579093933,)]	Time Interval: 0.008404	Running Time: 11.531947
[(-0.31244736909866333,), (0.7556812763214111,), (1.2832719087600708,)]	Time Interval: 0.008244	Running Time: 11.540191
[(-0.3237175941467285,), (0.7556039690971375,), (1.268449306488037,)]	Time Interval: 0.008521	Running Time: 11.548712
[(-0.334930419921875,), (0.7551340460777283,), (1.2535697221755981,)]	Time Interval: 0.008917	Running Time: 11.557629
[(-0.34616440534591675,), (0.7550428509712219,), (1.2386753559112549,)]	Time Interval: 0.008241	Running Time: 11.565870
[(-0.35724055767059326,), (0.7550111413002014,), (1.223634123802185,)]	Time Interval: 0.008033	Running Time: 11.573903
[(-0.36815962195396423,), (0.7549726366996765,), (1.2086511850357056,)]	Time Interval: 0.008122	Running Time: 11.582025
[(-0.3790225088596344,), (0.7548972964286804,), (1.1936200857162476,)]	Time Interval: 0.008622	Running Time: 11.590647
[(-0.38987797498703003,), (0.7550042867660522,), (1.1786178350448608,)]	Time Interval: 0.007953	Running Time: 11.598600
[(-0.4007115960121155,), (0.7545869946479797,), (1.1635711193084717,)]	Time Interval: 0.008952	Running Time: 11.607552
[(-0.41147005558013916,), (0.7548445463180542,), (1.1483111381530762,)]	Time Interval: 0.008040	Running Time: 11.615592
[(-0.4216279685497284,), (0.7547423243522644,), (1.1331545114517212,)]	Time Interval: 0.008335	Running Time: 11.623927
[(-0.43222716450691223,), (0.7547056078910828,), (1.1177469491958618,)]	Time Interval: 0.007821	Running Time: 11.631748
[(-0.44254085421562195,), (0.7544448971748352,), (1.1024274826049805,)]	Time Interval: 0.008523	Running Time: 11.640271
[(-0.4526239335536957,), (0.754280149936676,), (1.0870479345321655,)]	Time Interval: 0.008536	Running Time: 11.648807
[(-0.46273273229599,), (0.7543113827705383,), (1.07155179977417,)]	Time Interval: 0.007899	Running Time: 11.656706
[(-0.47308218479156494,), (0.7542995810508728,), (1.0557689666748047,)]	Time Interval: 0.009160	Running Time: 11.665866
[(-0.4829726219177246,), (0.7542635202407837,), (1.0401611328125,)]	Time Interval: 0.008181	Running Time: 11.674047
[(-0.4930250942707062,), (0.7536633610725403,), (1.0243147611618042,)]	Time Interval: 0.008086	Running Time: 11.682133
[(-0.5028905868530273,), (0.7535677552223206,), (1.0083531141281128,)]	Time Interval: 0.008540	Running Time: 11.690673
[(-0.511753261089325,), (0.7539387345314026,), (0.9917903542518616,)]	Time Interval: 0.009025	Running Time: 11.699698
[(-0.5223333239555359,), (0.7537289261817932,), (0.9763471484184265,)]	Time Interval: 0.008495	Running Time: 11.708193
[(-0.5319015979766846,), (0.7534825205802917,), (0.9605048298835754,)]	Time Interval: 0.016800	Running Time: 11.724993
[(0.7531570792198181,)]	Time Interval: 0.002164	Running Time: 11.727157
[(0.9443783760070801,), (-0.5512882471084595,), (0.7530511021614075,)]	Time Interval: 0.005196	Running Time: 11.732353
[(0.9281599521636963,), (-0.5610314011573792,), (0.7530333995819092,)]	Time Interval: 0.008102	Running Time: 11.740455
[(0.912242591381073,), (-0.5707336664199829,), (0.7533035278320312,)]	Time Interval: 0.008698	Running Time: 11.749153
[(0.8959676027297974,), (-0.5803303718566895,), (0.7531378269195557,)]	Time Interval: 0.008530	Running Time: 11.757683
[(0.8797227740287781,), (-0.5897287726402283,), (0.7528370022773743,)]	Time Interval: 0.008413	Running Time: 11.766096
[(0.8634808659553528,), (-0.5991922616958618,), (0.7527472376823425,)]	Time Interval: 0.008659	Running Time: 11.774755
[(0.8470635414123535,), (-0.608605146408081,), (0.7527783513069153,)]	Time Interval: 0.007848	Running Time: 11.782603
[(0.8307276368141174,), (-0.6180458068847656,), (0.7526256442070007,)]	Time Interval: 0.008095	Running Time: 11.790698
[(0.8142774701118469,), (-0.6271318793296814,), (0.752224862575531,)]	Time Interval: 0.008300	Running Time: 11.798998
[(0.7981033325195312,), (-0.6371819972991943,), (0.752111554145813,)]	Time Interval: 0.008743	Running Time: 11.807741
[(0.7812379598617554,), (-0.6462663412094116,), (0.752057671546936,)]	Time Interval: 0.007821	Running Time: 11.815562
[(0.7650513648986816,), (-0.6554515957832336,), (0.752047598361969,)]	Time Interval: 0.007685	Running Time: 11.823247
[(0.7485557794570923,), (-0.6648311614990234,), (0.7518548369407654,)]	Time Interval: 0.008818	Running Time: 11.832065
[(0.7320829033851624,), (-0.6741043329238892,), (0.7513250708580017,)]	Time Interval: 0.008300	Running Time: 11.840365
[(0.7155964970588684,), (-0.6832846403121948,), (0.7511903047561646,)]	Time Interval: 0.008712	Running Time: 11.849077
[(0.6991431713104248,), (-0.6925041079521179,), (0.7512611150741577,)]	Time Interval: 0.007942	Running Time: 11.857019
[(0.6826449632644653,), (-0.7011370062828064,), (0.7511436939239502,)]	Time Interval: 0.008625	Running Time: 11.865644
[(0.6659866571426392,), (-0.7101713418960571,), (0.7508128881454468,)]	Time Interval: 0.007998	Running Time: 11.873642
[(0.6493921875953674,), (-0.7191380262374878,), (0.7507842779159546,)]	Time Interval: 0.008922	Running Time: 11.882564
[(0.6327564716339111,), (-0.7279139757156372,), (0.750505805015564,)]	Time Interval: 0.007950	Running Time: 11.890514
[(0.6160340309143066,), (-0.7371935248374939,), (0.7508081197738647,)]	Time Interval: 0.008472	Running Time: 11.898986
[(0.5995284914970398,), (-0.7467853426933289,), (0.7508522868156433,)]	Time Interval: 0.008916	Running Time: 11.907902
[(0.5833361744880676,), (-0.7560714483261108,), (0.7504478096961975,)]	Time Interval: 0.007919	Running Time: 11.915821
[(0.5665586590766907,), (-0.7655718326568604,), (0.750034749507904,)]	Time Interval: 0.008045	Running Time: 11.923866
[(0.5500690937042236,), (-0.7746379971504211,), (0.750307559967041,)]	Time Interval: 0.008751	Running Time: 11.932617
[(0.5335366725921631,), (-0.7838094234466553,), (0.7499545812606812,)]	Time Interval: 0.008171	Running Time: 11.940788
[(0.5170174837112427,)]	Time Interval: 0.008523	Running Time: 11.949311
[(0.74974524974823,), (0.5004918575286865,), (-0.8025623559951782,)]	Time Interval: 0.007706	Running Time: 11.957017
[(0.7497615814208984,), (0.4835602641105652,), (-0.810766339302063,)]	Time Interval: 0.009055	Running Time: 11.966072
[(0.7500226497650146,), (0.46712446212768555,), (-0.820153534412384,)]	Time Interval: 0.007812	Running Time: 11.973884
[(0.7497314214706421,), (0.45047882199287415,), (-0.829133152961731,)]	Time Interval: 0.008684	Running Time: 11.982568
[(0.749885618686676,), (0.4340260326862335,), (-0.8391752243041992,)]	Time Interval: 0.007838	Running Time: 11.990406
[(0.7495021224021912,), (0.4176527261734009,), (-0.8483297824859619,)]	Time Interval: 0.009412	Running Time: 11.999818
[(0.7493747472763062,), (0.4010176360607147,), (-0.8573210835456848,)]	Time Interval: 0.008406	Running Time: 12.008224
[(0.749330461025238,), (0.384798526763916,), (-0.8664138913154602,)]	Time Interval: 0.007664	Running Time: 12.015888
[(0.7494641542434692,), (0.3687466084957123,), (-0.8759236335754395,)]	Time Interval: 0.008078	Running Time: 12.023966
[(0.7491788864135742,), (0.35239145159721375,), (-0.8854151964187622,)]	Time Interval: 0.008075	Running Time: 12.032041
[(0.7491387128829956,), (0.3360315263271332,)]	Time Interval: 0.008755	Running Time: 12.040796
[(0.7490574717521667,), (0.3197793960571289,)]	Time Interval: 0.002554	Running Time: 12.043350
[(-0.9040066003799438,), (0.7489438652992249,), (0.3035847842693329,)]	Time Interval: 0.006331	Running Time: 12.049681
[(-0.9131778478622437,), (0.7488452196121216,), (0.2873016893863678,)]	Time Interval: 0.008253	Running Time: 12.057934
[(-0.9223877787590027,), (0.748932421207428,), (0.27115383744239807,)]	Time Interval: 0.007735	Running Time: 12.065669
[(-0.9316552877426147,), (0.7488573789596558,), (0.254937082529068,)]	Time Interval: 0.008503	Running Time: 12.074172
[(-0.9406542778015137,), (0.7487033605575562,), (0.2390541434288025,)]	Time Interval: 0.008373	Running Time: 12.082545
[(-0.9502053260803223,), (0.7485395073890686,), (0.22305935621261597,)]	Time Interval: 0.008834	Running Time: 12.091379
[(-0.9587694406509399,), (0.7486959099769592,), (0.20728890597820282,)]	Time Interval: 0.007471	Running Time: 12.098850
[(-0.9679867029190063,), (0.748629093170166,), (0.19172291457653046,)]	Time Interval: 0.008320	Running Time: 12.107170
[(-0.9771962761878967,), (0.7485451102256775,), (0.17587532103061676,)]	Time Interval: 0.009138	Running Time: 12.116308
[(-0.9859560132026672,), (0.7485418319702148,), (0.1607636660337448,)]	Time Interval: 0.007711	Running Time: 12.124019
[(-0.9949570298194885,), (0.7486357688903809,), (0.14534346759319305,)]	Time Interval: 0.008213	Running Time: 12.132232
[(-1.0037726163864136,), (0.7487813234329224,), (0.12996819615364075,)]	Time Interval: 0.008621	Running Time: 12.140853
[(-1.012364149093628,), (0.7487053275108337,), (0.11484570801258087,)]	Time Interval: 0.008243	Running Time: 12.149096
[(-1.020889401435852,), (0.7485826015472412,), (0.09940697997808456,)]	Time Interval: 0.007743	Running Time: 12.156839
[(-1.0293704271316528,), (0.7483428120613098,), (0.08419974148273468,)]	Time Interval: 0.008750	Running Time: 12.165589
[(-1.037841796875,), (0.7483009696006775,), (0.0689774677157402,)]	Time Interval: 0.008754	Running Time: 12.174343
[(-1.0462816953659058,), (0.7481134533882141,), (0.05414799228310585,)]	Time Interval: 0.007404	Running Time: 12.181747
[(-1.0548698902130127,), (0.7480054497718811,), (0.0391913577914238,)]	Time Interval: 0.008542	Running Time: 12.190289
[(-1.0633995532989502,), (0.7478099465370178,), (0.024192409589886665,)]	Time Interval: 0.008287	Running Time: 12.198576
[(-1.0718122720718384,), (0.7476633191108704,), (0.009233541786670685,)]	Time Interval: 0.009515	Running Time: 12.208091
[(-1.0798426866531372,), (0.7476432919502258,), (-0.005528487730771303,)]	Time Interval: 0.008325	Running Time: 12.216416
[(-1.087949275970459,), (0.7479268908500671,), (-0.02022700197994709,)]	Time Interval: 0.007429	Running Time: 12.223845
[(-1.0961930751800537,), (0.7478607892990112,), (-0.035181719809770584,)]	Time Interval: 0.008414	Running Time: 12.232259
[(-1.104408621788025,), (0.7474892735481262,), (-0.05014273151755333,)]	Time Interval: 0.008587	Running Time: 12.240846
[(-1.112113356590271,), (0.7473410367965698,), (-0.0649295523762703,)]	Time Interval: 0.008022	Running Time: 12.248868
[(-1.1197556257247925,), (0.7473499774932861,), (-0.07977694272994995,)]	Time Interval: 0.007880	Running Time: 12.256748
[(-1.127480387687683,), (0.7476210594177246,), (-0.09486272931098938,)]	Time Interval: 0.009403	Running Time: 12.266151
[(-1.1349470615386963,), (0.7475473880767822,), (-0.1097407415509224,)]	Time Interval: 0.007225	Running Time: 12.273376
[(-1.142406940460205,), (0.747441828250885,), (-0.12475936114788055,)]	Time Interval: 0.008307	Running Time: 12.281683
[(-1.1498291492462158,), (0.7473583817481995,), (-0.13973945379257202,)]	Time Interval: 0.008716	Running Time: 12.290399
[(-1.1573810577392578,), (0.7473974823951721,), (-0.15493592619895935,)]	Time Interval: 0.008564	Running Time: 12.298963
[(0.7473194003105164,)]	Time Interval: 0.008394	Running Time: 12.307357
[(-0.16985656321048737,), (-1.1714515686035156,), (0.7471756935119629,)]	Time Interval: 0.008247	Running Time: 12.315604
[(-0.18503285944461823,), (-1.178361177444458,), (0.7469942569732666,)]	Time Interval: 0.008347	Running Time: 12.323951
[(-0.20023825764656067,), (-1.185332179069519,), (0.746911346912384,)]	Time Interval: 0.008352	Running Time: 12.332303
[(-0.2155873328447342,), (-1.1918936967849731,), (0.7468298673629761,)]	Time Interval: 0.008167	Running Time: 12.340470
[(-0.23077043890953064,), (-1.198486089706421,), (0.746858537197113,)]	Time Interval: 0.008268	Running Time: 12.348738
[(-0.24641110002994537,), (-1.2047009468078613,), (0.7467553019523621,)]	Time Interval: 0.008410	Running Time: 12.357148
[(-0.26168859004974365,), (-1.210883617401123,), (0.7468070387840271,)]	Time Interval: 0.008251	Running Time: 12.365399
[(-0.2772971987724304,), (-1.2166919708251953,), (0.7467931509017944,)]	Time Interval: 0.008018	Running Time: 12.373417
[(-0.29282286763191223,), (-1.2226661443710327,), (0.7468754649162292,)]	Time Interval: 0.008494	Running Time: 12.381911
[(-0.30851325392723083,), (-1.2276115417480469,), (0.7472379803657532,)]	Time Interval: 0.008562	Running Time: 12.390473
[(-0.32410138845443726,), (-1.2329626083374023,), (0.7468248009681702,)]	Time Interval: 0.008970	Running Time: 12.399443
[(-0.34042859077453613,), (-1.2376865148544312,), (0.7476935982704163,)]	Time Interval: 0.008088	Running Time: 12.407531
[(-0.35584235191345215,), (-1.2431951761245728,), (0.7476927638053894,)]	Time Interval: 0.008501	Running Time: 12.416032
[(-0.3714495599269867,), (-1.248995304107666,), (0.7470628023147583,)]	Time Interval: 0.007662	Running Time: 12.423694
[(-0.3870818018913269,), (-1.2539856433868408,), (0.7472032904624939,)]	Time Interval: 0.008578	Running Time: 12.432272
[(-0.4025191068649292,), (-1.2591068744659424,), (0.7467421889305115,)]	Time Interval: 0.009864	Running Time: 12.442136
[(-0.41814830899238586,), (-1.2633408308029175,), (0.7473359107971191,)]	Time Interval: 0.007236	Running Time: 12.449372
[(-0.433634877204895,), (-1.2681366205215454,), (0.7475811243057251,)]	Time Interval: 0.007805	Running Time: 12.457177
[(-0.44917532801628113,), (-1.2729434967041016,), (0.7476267218589783,)]	Time Interval: 0.008385	Running Time: 12.465562
[(-0.4646593928337097,), (-1.2774652242660522,), (0.7470014691352844,)]	Time Interval: 0.008641	Running Time: 12.474203
[(-0.4804539680480957,), (-1.281601905822754,), (0.7468615174293518,)]	Time Interval: 0.008249	Running Time: 12.482452
[(-0.49545496702194214,), (-1.2854725122451782,), (0.747505784034729,)]	Time Interval: 0.007893	Running Time: 12.490345
[(-0.5108128786087036,), (-1.2898963689804077,), (0.7467498183250427,)]	Time Interval: 0.008138	Running Time: 12.498483
[(-0.5262922644615173,), (-1.2939180135726929,), (0.7469073534011841,)]	Time Interval: 0.008557	Running Time: 12.507040
[(-1.2983276844024658,)]	Time Interval: 0.008158	Running Time: 12.515198
[(0.7468886971473694,), (-0.5565392374992371,), (-1.3030362129211426,)]	Time Interval: 0.008405	Running Time: 12.523603
[(0.7468221187591553,), (-0.5714462399482727,), (-1.307005763053894,)]	Time Interval: 0.008366	Running Time: 12.531969
[(0.7466873526573181,), (-0.5868141055107117,), (-1.3107960224151611,)]	Time Interval: 0.008550	Running Time: 12.540519
[(0.7468425631523132,), (-0.6020790934562683,), (-1.313791036605835,)]	Time Interval: 0.008274	Running Time: 12.548793
[(0.7473526000976562,), (-0.6170384287834167,), (-1.3174095153808594,)]	Time Interval: 0.007992	Running Time: 12.556785
[(0.7467383742332458,), (-0.6322121620178223,), (-1.3214377164840698,)]	Time Interval: 0.008639	Running Time: 12.565424
[(0.746608555316925,), (-0.6473737955093384,), (-1.325836420059204,)]	Time Interval: 0.008049	Running Time: 12.573473
[(0.7463577389717102,), (-0.6623589992523193,), (-1.3289014101028442,)]	Time Interval: 0.008550	Running Time: 12.582023
[(0.746027410030365,), (-0.6781583428382874,), (-1.332846999168396,)]	Time Interval: 0.008221	Running Time: 12.590244
[(0.746208131313324,), (-0.6929853558540344,), (-1.3363008499145508,)]	Time Interval: 0.008350	Running Time: 12.598594
[(0.745657742023468,), (-0.7080620527267456,), (-1.3395297527313232,)]	Time Interval: 0.008208	Running Time: 12.606802
[(0.7460641264915466,), (-0.7233994603157043,), (-1.3433345556259155,)]	Time Interval: 0.009101	Running Time: 12.615903
[(0.7458926439285278,), (-0.7387149333953857,), (-1.3464303016662598,)]	Time Interval: 0.007803	Running Time: 12.623706
[(0.7461474537849426,), (-0.7539273500442505,), (-1.3504656553268433,)]	Time Interval: 0.008461	Running Time: 12.632167
[(0.7458539605140686,), (-0.7692739367485046,), (-1.3539929389953613,)]	Time Interval: 0.007941	Running Time: 12.640108
[(0.745502233505249,), (-0.7846536636352539,), (-1.358175277709961,)]	Time Interval: 0.009373	Running Time: 12.649481
[(0.7451249957084656,), (-0.8001728057861328,), (-1.3615357875823975,)]	Time Interval: 0.008123	Running Time: 12.657604
[(0.7448927164077759,), (-0.8155649900436401,), (-1.364132046699524,)]	Time Interval: 0.008041	Running Time: 12.665645
[(0.7449813485145569,), (-0.8306931853294373,), (-1.367211937904358,)]	Time Interval: 0.008058	Running Time: 12.673703
[(0.7449371218681335,), (-0.8458090424537659,), (-1.3704445362091064,)]	Time Interval: 0.008349	Running Time: 12.682052
[(0.7448374629020691,), (-0.8612962961196899,), (-1.3743094205856323,)]	Time Interval: 0.008303	Running Time: 12.690355
[(0.7445665001869202,), (-0.8777063488960266,), (-1.3743094205856323,)]	Time Interval: 0.008336	Running Time: 12.698691
[(0.7445665001869202,), (-0.8777063488960266,), (-1.379156231880188,)]	Time Interval: 0.008407	Running Time: 12.707098
[(0.7447435259819031,), (-0.9090072512626648,), (-1.3822698593139648,)]	Time Interval: 0.008352	Running Time: 12.715450
[(0.7449278235435486,), (-0.9245458245277405,), (-1.3854087591171265,)]	Time Interval: 0.008153	Running Time: 12.723603
[(0.7448336482048035,), (-0.9403232932090759,), (-1.3887890577316284,)]	Time Interval: 0.008470	Running Time: 12.732073
[(0.7448512315750122,), (-0.9556421041488647,), (-1.3921058177947998,)]	Time Interval: 0.008215	Running Time: 12.740288
