hello :-)!	Time Interval: 1479086849.711410	Running Time: 0.000000
[(0.10810397565364838,), (-0.11287619173526764,), (0.7526211738586426,)]	Time Interval: 0.008638	Running Time: 3.989914
[(0.09898900985717773,), (-0.12328731268644333,), (0.7525348663330078,)]	Time Interval: 0.008502	Running Time: 3.998416
[(0.08877558261156082,), (-0.13373114168643951,), (0.752347469329834,)]	Time Interval: 0.008477	Running Time: 4.006893
[(0.07915089279413223,), (-0.14439845085144043,), (0.7522546052932739,)]	Time Interval: 0.008588	Running Time: 4.015481
[(0.0702325627207756,), (-0.1547079086303711,), (0.7519102096557617,)]	Time Interval: 0.007870	Running Time: 4.023351
[(0.06015945225954056,), (-0.16490067541599274,), (0.7517788410186768,)]	Time Interval: 0.021356	Running Time: 4.044707
[(0.04989759996533394,), (-0.1750258356332779,), (0.7518145442008972,)]	Time Interval: 0.002072	Running Time: 4.046779
[(0.03941262885928154,), (-0.18459844589233398,), (0.7517446279525757,)]	Time Interval: 0.002161	Running Time: 4.048940
[(0.029272830113768578,), (-0.19433212280273438,), (0.7518010139465332,)]	Time Interval: 0.008040	Running Time: 4.056980
[(0.018589604645967484,), (-0.20412462949752808,), (0.7520146369934082,)]	Time Interval: 0.008724	Running Time: 4.065704
[(0.00822569988667965,), (-0.21390272676944733,), (0.7518671751022339,)]	Time Interval: 0.008477	Running Time: 4.074181
[(-0.0017587867332622409,), (-0.22359274327754974,), (0.7518395781517029,)]	Time Interval: 0.007850	Running Time: 4.082031
[(-0.011871003545820713,), (-0.23322232067584991,), (0.7517716288566589,)]	Time Interval: 0.008288	Running Time: 4.090319
[(-0.022237887606024742,), (-0.24300600588321686,), (0.7519020438194275,)]	Time Interval: 0.009061	Running Time: 4.099380
[(-0.03282446786761284,), (-0.25273939967155457,), (0.7520816326141357,)]	Time Interval: 0.010610	Running Time: 4.109990
[(-0.04293400049209595,), (-0.2623760998249054,), (0.7518366575241089,)]	Time Interval: 0.006374	Running Time: 4.116364
[(-0.05315348133444786,), (-0.27216029167175293,), (0.7517884373664856,)]	Time Interval: 0.007861	Running Time: 4.124225
[(-0.06329415738582611,), (-0.28209325671195984,), (0.7518323063850403,)]	Time Interval: 0.008119	Running Time: 4.132344
[(-0.07346050441265106,), (-0.29128941893577576,), (0.7516340613365173,)]	Time Interval: 0.008171	Running Time: 4.140515
[(-0.08358273655176163,), (-0.30110251903533936,), (0.751410186290741,)]	Time Interval: 0.008600	Running Time: 4.149115
[(-0.09378254413604736,), (-0.31068670749664307,), (0.7513171434402466,)]	Time Interval: 0.007254	Running Time: 4.156369
[(-0.10365552455186844,), (-0.3198145031929016,), (0.7513706684112549,)]	Time Interval: 0.009499	Running Time: 4.165868
[(-0.11366070061922073,), (-0.32926321029663086,), (0.7513226270675659,)]	Time Interval: 0.007734	Running Time: 4.173602
[(-0.12366718053817749,), (-0.33863064646720886,), (0.7515966892242432,)]	Time Interval: 0.008405	Running Time: 4.182007
[(-0.13360947370529175,), (-0.34802743792533875,), (0.7514623403549194,)]	Time Interval: 0.008435	Running Time: 4.190442
[(-0.3573748469352722,)]	Time Interval: 0.009075	Running Time: 4.199517
[(0.7511002421379089,), (-0.15390078723430634,), (-0.367427259683609,)]	Time Interval: 0.007599	Running Time: 4.207116
[(0.7510462403297424,), (-0.16398803889751434,), (-0.37680819630622864,)]	Time Interval: 0.008673	Running Time: 4.215789
[(0.7510053515434265,), (-0.17378389835357666,), (-0.385591596364975,)]	Time Interval: 0.007641	Running Time: 4.223430
[(0.7511069774627686,), (-0.1835077702999115,), (-0.3953995406627655,)]	Time Interval: 0.008676	Running Time: 4.232106
[(0.7509589791297913,), (-0.19329114258289337,), (-0.4048476219177246,)]	Time Interval: 0.007950	Running Time: 4.240056
[(0.7508438229560852,), (-0.2031448483467102,), (-0.41446053981781006,)]	Time Interval: 0.008370	Running Time: 4.248426
[(0.7506444454193115,), (-0.2130604386329651,), (-0.4237995445728302,)]	Time Interval: 0.008724	Running Time: 4.257150
[(0.7506253123283386,), (-0.22307449579238892,), (-0.43321192264556885,)]	Time Interval: 0.008856	Running Time: 4.266006
[(0.7512044310569763,), (-0.232905775308609,), (-0.442687064409256,)]	Time Interval: 0.007998	Running Time: 4.274004
[(0.7505171298980713,), (-0.24270035326480865,), (-0.4520444869995117,)]	Time Interval: 0.007827	Running Time: 4.281831
[(0.7507377862930298,), (-0.2523668110370636,), (-0.46133461594581604,)]	Time Interval: 0.008485	Running Time: 4.290316
[(0.7505844235420227,), (-0.26231852173805237,), (-0.47016847133636475,)]	Time Interval: 0.008895	Running Time: 4.299211
[(0.7504489421844482,), (-0.27250391244888306,), (-0.48086073994636536,)]	Time Interval: 0.008761	Running Time: 4.307972
[(0.7505144476890564,), (-0.2819577157497406,), (-0.49053674936294556,)]	Time Interval: 0.008748	Running Time: 4.316720
[(0.7503914833068848,), (-0.29182180762290955,), (-0.5002805590629578,)]	Time Interval: 0.006832	Running Time: 4.323552
[(0.7506133913993835,), (-0.3017794191837311,), (-0.5099366903305054,)]	Time Interval: 0.009360	Running Time: 4.332912
[(0.7501941323280334,), (-0.31176063418388367,), (-0.5196446776390076,)]	Time Interval: 0.007687	Running Time: 4.340599
[(0.7503747344017029,), (-0.3217090368270874,), (-0.5294004678726196,)]	Time Interval: 0.008464	Running Time: 4.349063
[(0.749657928943634,), (-0.3322650194168091,)]	Time Interval: 0.007691	Running Time: 4.356754
[(0.7499629855155945,), (-0.341736763715744,)]	Time Interval: 0.002179	Running Time: 4.358933
[(-0.5493443608283997,), (0.7497454881668091,), (-0.3518485128879547,)]	Time Interval: 0.006670	Running Time: 4.365603
[(-0.5593148469924927,), (0.749845027923584,), (-0.36180952191352844,)]	Time Interval: 0.008152	Running Time: 4.373755
[(-0.5692265629768372,), (0.7496747374534607,), (-0.3721476197242737,)]	Time Interval: 0.009451	Running Time: 4.383206
[(-0.5792201161384583,), (0.749431848526001,), (-0.38222309947013855,)]	Time Interval: 0.007068	Running Time: 4.390274
[(-0.589133620262146,), (0.749426543712616,), (-0.3926650881767273,)]	Time Interval: 0.008618	Running Time: 4.398892
[(-0.5992523431777954,), (0.75033038854599,), (-0.40308254957199097,)]	Time Interval: 0.008972	Running Time: 4.407864
[(-0.6092129349708557,), (0.7505295872688293,), (-0.41342708468437195,)]	Time Interval: 0.007881	Running Time: 4.415745
[(-0.6194370985031128,), (0.7495582699775696,), (-0.4232267737388611,)]	Time Interval: 0.008283	Running Time: 4.424028
[(-0.6294489502906799,), (0.7497383952140808,), (-0.4330703318119049,)]	Time Interval: 0.008839	Running Time: 4.432867
[(-0.6395692825317383,), (0.749101996421814,), (-0.4433176517486572,)]	Time Interval: 0.008104	Running Time: 4.440971
[(-0.6496245861053467,), (0.7494738101959229,), (-0.45378074049949646,)]	Time Interval: 0.008404	Running Time: 4.449375
[(-0.6598197817802429,), (0.7491474151611328,), (-0.4641149044036865,)]	Time Interval: 0.007795	Running Time: 4.457170
[(-0.6698153018951416,), (0.7490521669387817,), (-0.47436684370040894,)]	Time Interval: 0.009259	Running Time: 4.466429
[(-0.6802303194999695,), (0.7493482828140259,), (-0.4845921993255615,)]	Time Interval: 0.007518	Running Time: 4.473947
[(-0.6900308728218079,), (0.7491552233695984,), (-0.49484869837760925,)]	Time Interval: 0.008085	Running Time: 4.482032
[(-0.6990018486976624,), (0.7489203214645386,), (-0.5052706003189087,)]	Time Interval: 0.008430	Running Time: 4.490462
[(-0.7086922526359558,), (0.7484720945358276,), (-0.5154619216918945,)]	Time Interval: 0.008641	Running Time: 4.499103
[(-0.7182361483573914,), (0.7487924695014954,), (-0.5256996750831604,)]	Time Interval: 0.007844	Running Time: 4.506947
[(-0.7283604741096497,), (0.7486252188682556,), (-0.5357495546340942,)]	Time Interval: 0.008476	Running Time: 4.515423
[(-0.7368889451026917,), (0.7488473653793335,), (-0.5454747080802917,)]	Time Interval: 0.009075	Running Time: 4.524498
[(-0.746178388595581,), (0.7487016916275024,), (-0.5557044148445129,)]	Time Interval: 0.007432	Running Time: 4.531930
[(-0.7554711103439331,), (0.7486047148704529,), (-0.5656657218933105,)]	Time Interval: 0.008655	Running Time: 4.540585
[(-0.7649093270301819,), (0.7483509182929993,), (-0.5758702158927917,)]	Time Interval: 0.008003	Running Time: 4.548588
[(-0.7741418480873108,), (0.7482550144195557,), (-0.5860873460769653,)]	Time Interval: 0.008804	Running Time: 4.557392
[(-0.7832735180854797,), (0.7480884194374084,), (-0.5958017706871033,)]	Time Interval: 0.008205	Running Time: 4.565597
[(-0.7928122878074646,), (0.7479268908500671,), (-0.605711042881012,)]	Time Interval: 0.008502	Running Time: 4.574099
[(-0.7928122878074646,), (0.7479268908500671,), (-0.605711042881012,)]	Time Interval: 0.007976	Running Time: 4.582075
[(-0.8102690577507019,), (0.7480373978614807,), (-0.6268270015716553,)]	Time Interval: 0.008571	Running Time: 4.590646
[(-0.8191199898719788,), (0.7478497624397278,), (-0.637051522731781,)]	Time Interval: 0.008097	Running Time: 4.598743
[(-0.8281174898147583,), (0.7479078769683838,), (-0.6468782424926758,)]	Time Interval: 0.008096	Running Time: 4.606839
[(-0.836972177028656,), (0.7478673458099365,), (-0.6563612222671509,)]	Time Interval: 0.008395	Running Time: 4.615234
[(-0.8459898233413696,), (0.7475970983505249,), (-0.6668357253074646,)]	Time Interval: 0.008289	Running Time: 4.623523
[(-0.8546294569969177,), (0.747501015663147,), (-0.6766625046730042,)]	Time Interval: 0.009801	Running Time: 4.633324
[(0.7472130060195923,)]	Time Interval: 0.007102	Running Time: 4.640426
[(-0.6871209740638733,), (-0.8718225955963135,), (0.7473785281181335,)]	Time Interval: 0.008830	Running Time: 4.649256
[(-0.6969026327133179,), (-0.8805035352706909,), (0.7474808096885681,)]	Time Interval: 0.008221	Running Time: 4.657477
[(-0.7070096135139465,), (-0.8894563317298889,), (0.7471597194671631,)]	Time Interval: 0.009779	Running Time: 4.667256
[(-0.7167872786521912,), (-0.8980525135993958,), (0.7471331357955933,)]	Time Interval: 0.006694	Running Time: 4.673950
[(-0.7267391681671143,), (-0.9064287543296814,), (0.7473112940788269,)]	Time Interval: 0.008465	Running Time: 4.682415
[(-0.7370914220809937,), (-0.9146028161048889,), (0.7470184564590454,)]	Time Interval: 0.008076	Running Time: 4.690491
[(-0.7470276355743408,), (-0.9231283664703369,), (0.7464466094970703,)]	Time Interval: 0.008601	Running Time: 4.699092
[(-0.7571049332618713,), (-0.931191086769104,), (0.7465860843658447,)]	Time Interval: 0.008273	Running Time: 4.707365
[(-0.7673739194869995,), (-0.9392358064651489,), (0.7466835975646973,)]	Time Interval: 0.008039	Running Time: 4.715404
[(-0.7776802778244019,), (-0.9470135569572449,), (0.746949315071106,)]	Time Interval: 0.008304	Running Time: 4.723708
[(-0.7879670262336731,), (-0.9552289843559265,), (0.746609628200531,)]	Time Interval: 0.008332	Running Time: 4.732040
[(-0.7983250617980957,), (-0.9631608724594116,), (0.7465278506278992,)]	Time Interval: 0.008305	Running Time: 4.740345
[(-0.8091354370117188,), (-0.9707927107810974,), (0.7466825246810913,)]	Time Interval: 0.009433	Running Time: 4.749778
[(-0.819284975528717,), (-0.9781778454780579,), (0.7466142177581787,)]	Time Interval: 0.007173	Running Time: 4.756951
[(-0.8299945592880249,), (-0.9855189323425293,), (0.7466744184494019,)]	Time Interval: 0.009324	Running Time: 4.766275
[(-0.8404018878936768,), (-0.9930299520492554,), (0.7462108135223389,)]	Time Interval: 0.007998	Running Time: 4.774273
[(-0.8507698774337769,), (-1.0003477334976196,), (0.7459931373596191,)]	Time Interval: 0.007965	Running Time: 4.782238
[(-0.8610917925834656,), (-1.0071567296981812,), (0.7463233470916748,)]	Time Interval: 0.007728	Running Time: 4.789966
[(-0.8716775178909302,), (-1.0143980979919434,), (0.746050238609314,)]	Time Interval: 0.009019	Running Time: 4.798985
[(-0.8822746276855469,), (-1.0209933519363403,), (0.7457857131958008,)]	Time Interval: 0.008101	Running Time: 4.807086
[(-0.8928488492965698,), (-1.027679681777954,), (0.7458027005195618,)]	Time Interval: 0.007879	Running Time: 4.814965
[(-0.903354287147522,), (-1.034386396408081,), (0.7458338141441345,)]	Time Interval: 0.009338	Running Time: 4.824303
[(-0.9139729738235474,), (-1.0410633087158203,), (0.7456862330436707,)]	Time Interval: 0.008005	Running Time: 4.832308
[(-0.9247314929962158,), (-1.0476751327514648,), (0.7451338171958923,)]	Time Interval: 0.007695	Running Time: 4.840003
[(-0.9354854226112366,), (-1.0535597801208496,), (0.7450864911079407,)]	Time Interval: 0.008712	Running Time: 4.848715
[(-0.9464702010154724,), (-1.0603535175323486,), (0.7452863454818726,)]	Time Interval: 0.008149	Running Time: 4.856864
[(-0.9569885730743408,), (-1.0662232637405396,), (0.7450959086418152,)]	Time Interval: 0.008510	Running Time: 4.865374
[(-0.9679735898971558,), (-1.0728994607925415,), (0.7448832988739014,)]	Time Interval: 0.008316	Running Time: 4.873690
[(-0.9791845679283142,), (-1.0788465738296509,), (0.7449750900268555,)]	Time Interval: 0.007821	Running Time: 4.881511
[(-0.9902539849281311,), (-1.08456552028656,), (0.7454915642738342,)]	Time Interval: 0.008206	Running Time: 4.889717
[(-1.0015593767166138,), (-1.0904624462127686,), (0.7452820539474487,)]	Time Interval: 0.008622	Running Time: 4.898339
[(-1.012774109840393,), (-1.096470594406128,), (0.7452104091644287,)]	Time Interval: 0.008505	Running Time: 4.906844
[(-1.0239231586456299,), (-1.102161169052124,), (0.7451105713844299,)]	Time Interval: 0.009517	Running Time: 4.916361
[(-1.035275936126709,), (-1.1075283288955688,), (0.7452860474586487,)]	Time Interval: 0.006730	Running Time: 4.923091
[(-1.0468693971633911,), (-1.112462043762207,), (0.7450823783874512,)]	Time Interval: 0.009216	Running Time: 4.932307
[(-1.0590232610702515,), (-1.118096113204956,), (0.7451302409172058,)]	Time Interval: 0.007563	Running Time: 4.939870
[(-1.070742130279541,), (-1.123382329940796,), (0.7447096705436707,)]	Time Interval: 0.008133	Running Time: 4.948003
[(-1.0822668075561523,), (-1.128752589225769,), (0.7445751428604126,)]	Time Interval: 0.008392	Running Time: 4.956395
[(-1.0943251848220825,), (-1.1335119009017944,), (0.7445957064628601,)]	Time Interval: 0.008910	Running Time: 4.965305
[(-1.1060504913330078,), (-1.1402077674865723,), (0.7440597414970398,)]	Time Interval: 0.008273	Running Time: 4.973578
[(-1.1182646751403809,), (-1.142424464225769,), (0.7451332211494446,)]	Time Interval: 0.008300	Running Time: 4.981878
[(-1.130055546760559,), (-1.1469846963882446,), (0.7447680234909058,)]	Time Interval: 0.008239	Running Time: 4.990117
[(-1.1420159339904785,), (-1.1527458429336548,), (0.7448418736457825,)]	Time Interval: 0.008357	Running Time: 4.998474
[(-1.1546083688735962,), (-1.157462239265442,), (0.745149552822113,)]	Time Interval: 0.008682	Running Time: 5.007156
[(-1.1669167280197144,), (-1.161190390586853,), (0.7445582747459412,)]	Time Interval: 0.007963	Running Time: 5.015119
[(-1.1797364950180054,), (-1.165534496307373,), (0.7450007200241089,)]	Time Interval: 0.007942	Running Time: 5.023061
[(-1.1914660930633545,), (-1.169537901878357,), (0.7453983426094055,)]	Time Interval: 0.008784	Running Time: 5.031845
[(-1.2039930820465088,), (-1.174052357673645,), (0.7438737154006958,)]	Time Interval: 0.007877	Running Time: 5.039722
[(-1.2167752981185913,), (-1.174052357673645,), (0.7438737154006958,)]	Time Interval: 0.008453	Running Time: 5.048175
[(-1.2167752981185913,), (-1.1830908060073853,), (0.7445220947265625,)]	Time Interval: 0.008536	Running Time: 5.056711
[(-1.242282509803772,), (-1.187394618988037,), (0.7442320585250854,)]	Time Interval: 0.009120	Running Time: 5.065831
[(-1.2551039457321167,), (-1.1919108629226685,), (0.743095338344574,)]	Time Interval: 0.007767	Running Time: 5.073598
[(-1.2684690952301025,), (-1.1959166526794434,), (0.743218183517456,)]	Time Interval: 0.007950	Running Time: 5.081548
[(-1.2807247638702393,), (-1.1997345685958862,), (0.7434214353561401,)]	Time Interval: 0.008322	Running Time: 5.089870
[(-1.2936136722564697,), (-1.2025855779647827,), (0.743375301361084,)]	Time Interval: 0.008567	Running Time: 5.098437
[(-1.3067935705184937,), (-1.2071834802627563,), (0.7430484890937805,)]	Time Interval: 0.007864	Running Time: 5.106301
[(-1.3192825317382812,), (-1.2106449604034424,), (0.7434154152870178,)]	Time Interval: 0.008200	Running Time: 5.114501
[(-1.3320420980453491,), (-1.213905930519104,), (0.744189441204071,)]	Time Interval: 0.008853	Running Time: 5.123354
[(-1.3446918725967407,), (-1.2179995775222778,), (0.743625819683075,)]	Time Interval: 0.009077	Running Time: 5.132431
[(-1.357460379600525,), (-1.222664475440979,), (0.7430468797683716,)]	Time Interval: 0.007284	Running Time: 5.139715
[(-1.3702633380889893,), (-1.2253825664520264,), (0.7430184483528137,)]	Time Interval: 0.008649	Running Time: 5.148364
[(-1.3828325271606445,), (-1.2279971837997437,), (0.7437756657600403,)]	Time Interval: 0.009212	Running Time: 5.157576
[(-1.3957905769348145,), (-1.2313820123672485,), (0.7438030242919922,)]	Time Interval: 0.008034	Running Time: 5.165610
[(-1.4086681604385376,), (-1.234252691268921,), (0.7440311908721924,)]	Time Interval: 0.008532	Running Time: 5.174142
[(-1.421366572380066,), (-1.2395707368850708,), (0.743057131767273,)]	Time Interval: 0.007594	Running Time: 5.181736
[(-1.4351640939712524,), (-1.2406970262527466,), (0.7430922389030457,)]	Time Interval: 0.008570	Running Time: 5.190306
[(-1.4471845626831055,), (-1.243579626083374,), (0.7437530159950256,)]	Time Interval: 0.008991	Running Time: 5.199297
[(-1.4600564241409302,), (-1.243579626083374,), (0.7437530159950256,)]	Time Interval: 0.007804	Running Time: 5.207101
[(-1.4600564241409302,), (-1.243579626083374,), (0.7437530159950256,)]	Time Interval: 0.010304	Running Time: 5.217405
[(-1.4600564241409302,), (-1.243579626083374,), (0.7437530159950256,)]	Time Interval: 0.027219	Running Time: 5.244624
[(-1.4600564241409302,), (-1.243579626083374,), (0.7437530159950256,)]	Time Interval: 0.002635	Running Time: 5.247259
[(-1.4600564241409302,), (-1.243579626083374,), (0.7437530159950256,)]	Time Interval: 0.002015	Running Time: 5.249274
[(-1.4600564241409302,), (-1.2618932723999023,), (0.7433792352676392,)]	Time Interval: 0.007095	Running Time: 5.256369
[(-1.5484516620635986,), (-1.2618932723999023,), (0.7433792352676392,)]	Time Interval: 0.008640	Running Time: 5.265009
[(-1.5484516620635986,), (-1.2618932723999023,), (0.7433792352676392,)]	Time Interval: 0.007907	Running Time: 5.272916
[(-1.5484516620635986,), (-1.2618932723999023,), (0.7433792352676392,)]	Time Interval: 0.008853	Running Time: 5.281769
[(-1.5484516620635986,), (-1.270975112915039,), (0.743319571018219,)]	Time Interval: 0.008258	Running Time: 5.290027
[(-1.598418116569519,), (-1.2722963094711304,), (0.7435574531555176,)]	Time Interval: 0.008385	Running Time: 5.298412
[(-1.6105189323425293,), (-1.2752751111984253,), (0.7428954839706421,)]	Time Interval: 0.008265	Running Time: 5.306677
[(-1.623340368270874,), (-1.275874376296997,), (0.7428024411201477,)]	Time Interval: 0.018041	Running Time: 5.324718
[(-1.635076880455017,), (-1.27842116355896,), (0.7437719106674194,)]	Time Interval: 0.002823	Running Time: 5.327541
[(-1.6470898389816284,), (-1.281144618988037,), (0.7429866790771484,)]	Time Interval: 0.003267	Running Time: 5.330808
[(-1.6596471071243286,), (-1.2816699743270874,), (0.742978572845459,)]	Time Interval: 0.008765	Running Time: 5.339573
[(-1.6710582971572876,), (-1.2841475009918213,), (0.7430936694145203,)]	Time Interval: 0.008295	Running Time: 5.347868
[(-1.683790922164917,), (-1.2856515645980835,), (0.7428330779075623,)]	Time Interval: 0.008307	Running Time: 5.356175
[(-1.6951687335968018,), (-1.28701913356781,), (0.7428402900695801,)]	Time Interval: 0.008707	Running Time: 5.364882
[(-1.707031011581421,), (-1.2881594896316528,), (0.742441713809967,)]	Time Interval: 0.008126	Running Time: 5.373008
[(-1.7181512117385864,), (-1.2891850471496582,), (0.7425004839897156,)]	Time Interval: 0.007782	Running Time: 5.380790
[(-1.7296810150146484,), (-1.2896815538406372,), (0.7424820065498352,)]	Time Interval: 0.008403	Running Time: 5.389193
[(-1.7409958839416504,), (-1.2904975414276123,), (0.7424736022949219,)]	Time Interval: 0.008534	Running Time: 5.397727
[(-1.7524551153182983,), (-1.2907154560089111,), (0.7423717975616455,)]	Time Interval: 0.008315	Running Time: 5.406042
[(-1.7636364698410034,), (-1.2919529676437378,), (0.7424353957176208,)]	Time Interval: 0.008399	Running Time: 5.414441
[(-1.7752315998077393,), (-1.2922831773757935,), (0.7422999143600464,)]	Time Interval: 0.009171	Running Time: 5.423612
[(-1.7864223718643188,), (-1.2922831773757935,), (0.7422999143600464,)]	Time Interval: 0.008076	Running Time: 5.431688
[(-1.7864223718643188,), (-1.2923712730407715,), (0.7421849966049194,)]	Time Interval: 0.007507	Running Time: 5.439195
[(-1.8088182210922241,), (-1.2923712730407715,), (0.7421849966049194,)]	Time Interval: 0.008722	Running Time: 5.447917
[(-1.8088182210922241,), (-1.2923712730407715,), (0.7421849966049194,)]	Time Interval: 0.008221	Running Time: 5.456138
[(-1.8088182210922241,), (-1.2923712730407715,), (0.7421849966049194,)]	Time Interval: 0.008425	Running Time: 5.464563
[(-1.8088182210922241,), (-1.2923712730407715,), (0.7421849966049194,)]	Time Interval: 0.007963	Running Time: 5.472526
[(-1.8088182210922241,), (-1.2923712730407715,), (0.7421849966049194,)]	Time Interval: 0.008412	Running Time: 5.480938
[(-1.8088182210922241,), (-1.2923712730407715,), (0.7421849966049194,)]	Time Interval: 0.008177	Running Time: 5.489115
[(-1.8088182210922241,), (-1.2923712730407715,), (0.7421849966049194,)]	Time Interval: 0.008853	Running Time: 5.497968
[(-1.8088182210922241,), (-1.2923712730407715,), (0.7421849966049194,)]	Time Interval: 0.007905	Running Time: 5.505873
[(-1.8088182210922241,), (-1.2923712730407715,), (0.7421849966049194,)]	Time Interval: 0.008646	Running Time: 5.514519
[(-1.8088182210922241,), (-1.2923712730407715,), (0.7421849966049194,)]	Time Interval: 0.007880	Running Time: 5.522399
[(-1.8088182210922241,), (-1.2923712730407715,), (0.7421849966049194,)]	Time Interval: 0.008239	Running Time: 5.530638
[(-1.8088182210922241,), (-1.2923712730407715,), (0.7421849966049194,)]	Time Interval: 0.008198	Running Time: 5.538836
[(-1.8088182210922241,), (-1.2923712730407715,), (0.7421849966049194,)]	Time Interval: 0.008781	Running Time: 5.547617
[(-1.8088182210922241,), (-1.2923712730407715,), (0.7421849966049194,)]	Time Interval: 0.007800	Running Time: 5.555417
[(-1.8088182210922241,), (-1.2759276628494263,), (0.7413665056228638,)]	Time Interval: 0.008833	Running Time: 5.564250
[(-1.9706639051437378,), (-1.2731503248214722,), (0.7412217855453491,)]	Time Interval: 0.008584	Running Time: 5.572834
[(-1.9815707206726074,), (-1.2731503248214722,), (0.7412217855453491,)]	Time Interval: 0.008060	Running Time: 5.580894
[(-1.9815707206726074,), (-1.2673410177230835,), (0.741443395614624,)]	Time Interval: 0.007985	Running Time: 5.588879
[(-2.003232717514038,), (-1.2640244960784912,), (0.7413525581359863,)]	Time Interval: 0.008530	Running Time: 5.597409
[(-2.014704465866089,), (-1.2607331275939941,), (0.7413280010223389,)]	Time Interval: 0.008688	Running Time: 5.606097
[(-2.025982618331909,), (-1.257251262664795,), (0.7413430213928223,)]	Time Interval: 0.008193	Running Time: 5.614290
[(-2.036803960800171,), (-1.2534295320510864,), (0.7410903573036194,)]	Time Interval: 0.008312	Running Time: 5.622602
[(-2.0484230518341064,), (-1.2534295320510864,), (0.7410903573036194,)]	Time Interval: 0.008102	Running Time: 5.630704
[(-2.0484230518341064,), (-1.2534295320510864,), (0.7410903573036194,)]	Time Interval: 0.008522	Running Time: 5.639226
[(-2.0484230518341064,), (-1.2416414022445679,), (0.7408746480941772,)]	Time Interval: 0.008633	Running Time: 5.647859
[(-2.082418203353882,), (-1.2368474006652832,), (0.7409005761146545,)]	Time Interval: 0.007794	Running Time: 5.655653
[(-2.093719482421875,), (-1.2323665618896484,), (0.740827202796936,)]	Time Interval: 0.008594	Running Time: 5.664247
[(-2.104970693588257,), (-1.227974772453308,), (0.7407810688018799,)]	Time Interval: 0.008331	Running Time: 5.672578
[(-2.116602897644043,), (-1.2233786582946777,), (0.7407101392745972,)]	Time Interval: 0.008127	Running Time: 5.680705
[(-2.1283698081970215,), (-1.218461036682129,), (0.7409956455230713,)]	Time Interval: 0.008293	Running Time: 5.688998
[(-2.139235496520996,), (-1.2139289379119873,), (0.7409331202507019,)]	Time Interval: 0.008398	Running Time: 5.697396
[(-2.153022527694702,), (-1.208788514137268,), (0.740872859954834,)]	Time Interval: 0.008117	Running Time: 5.705513
[(-1.2038649320602417,)]	Time Interval: 0.008464	Running Time: 5.713977
[(0.7408482432365417,), (-2.1742212772369385,), (-1.2038648128509521,)]	Time Interval: 0.008263	Running Time: 5.722240
[(0.7408482432365417,), (-2.1742212772369385,), (-1.2038648128509521,)]	Time Interval: 0.008624	Running Time: 5.730864
[(0.7408482432365417,), (-2.1742212772369385,), (-1.2038648128509521,)]	Time Interval: 0.008278	Running Time: 5.739142
[(0.7408482432365417,), (-2.1742212772369385,), (-1.2038648128509521,)]	Time Interval: 0.008318	Running Time: 5.747460
[(0.7408482432365417,), (-2.1742212772369385,), (-1.2038648128509521,)]	Time Interval: 0.008504	Running Time: 5.755964
[(0.7408482432365417,), (-2.1742212772369385,), (-1.2038648128509521,)]	Time Interval: 0.007764	Running Time: 5.763728
[(0.7408482432365417,), (-2.1742212772369385,), (-1.2038648128509521,)]	Time Interval: 0.008399	Running Time: 5.772127
[(0.7408482432365417,), (-2.1742212772369385,), (-1.2038648128509521,)]	Time Interval: 0.008355	Running Time: 5.780482
[(0.7408482432365417,), (-2.1742212772369385,), (-1.1544612646102905,)]	Time Interval: 0.008572	Running Time: 5.789054
[(0.7409006953239441,), (-2.2759950160980225,), (-1.1489832401275635,)]	Time Interval: 0.008596	Running Time: 5.797650
[(0.7404493093490601,), (-2.2877449989318848,), (-1.1489832401275635,)]	Time Interval: 0.008025	Running Time: 5.805675
[(0.7404493093490601,), (-2.2877449989318848,), (-1.136723279953003,)]	Time Interval: 0.009990	Running Time: 5.815665
[(0.740714967250824,), (-2.3093950748443604,), (-1.136723279953003,)]	Time Interval: 0.006626	Running Time: 5.822291
[(0.740714967250824,), (-2.3093950748443604,), (-1.126017689704895,)]	Time Interval: 0.062944	Running Time: 5.885235
[(0.7406302094459534,), (-2.3310039043426514,), (-1.126017689704895,)]	Time Interval: 0.012188	Running Time: 5.897423
[(0.7406302094459534,), (-2.3310039043426514,), (-1.126017689704895,)]	Time Interval: 0.000042	Running Time: 5.897465
[(0.7406302094459534,), (-2.3310039043426514,), (-1.126017689704895,)]	Time Interval: 0.000032	Running Time: 5.897497
[(0.7406302094459534,), (-2.3310039043426514,), (-1.126017689704895,)]	Time Interval: 0.000031	Running Time: 5.897528
[(0.7406302094459534,), (-2.3310039043426514,), (-1.126017689704895,)]	Time Interval: 0.000030	Running Time: 5.897558
[(0.7406302094459534,), (-2.3310039043426514,), (-1.126017689704895,)]	Time Interval: 0.000030	Running Time: 5.897588
[(0.7406302094459534,), (-2.3310039043426514,), (-1.126017689704895,)]	Time Interval: 0.005058	Running Time: 5.902646
[(0.7406302094459534,), (-2.3310039043426514,), (-1.126017689704895,)]	Time Interval: 0.000040	Running Time: 5.902686
[(0.7406302094459534,), (-2.3310039043426514,), (-1.126017689704895,)]	Time Interval: 0.004792	Running Time: 5.907478
[(0.7406302094459534,), (-2.3310039043426514,), (-1.126017689704895,)]	Time Interval: 0.006333	Running Time: 5.913811
