hello :-)!	Running Time: 0.000000	Time Interval: 1479083686.139493
[(-0.1244448721408844,), (0.7573071718215942,), (1.7068489789962769,)]	Running Time: 0.359861	Time Interval: 0.009289
[(-0.1251809298992157,), (0.7571379542350769,), (1.7066805362701416,)]	Running Time: 0.368073	Time Interval: 0.008212
[(-0.12471996992826462,), (0.7572917342185974,), (1.7067896127700806,)]	Running Time: 0.376172	Time Interval: 0.008099
[(-0.12518370151519775,), (0.7571138739585876,), (1.7066718339920044,)]	Running Time: 0.384383	Time Interval: 0.008211
[(-0.12515859305858612,), (0.7574412822723389,), (1.7066947221755981,)]	Running Time: 0.392082	Time Interval: 0.007699
[(-0.12456842511892319,), (0.7574066519737244,), (1.706861972808838,)]	Running Time: 0.400588	Time Interval: 0.008506
[(-0.12495175004005432,), (0.7570170164108276,), (1.7067753076553345,)]	Running Time: 0.408793	Time Interval: 0.008205
[(-0.1251119077205658,), (0.7573115229606628,), (1.7067519426345825,)]	Running Time: 0.417229	Time Interval: 0.008436
[(-0.12507015466690063,), (0.7569379210472107,), (1.7067065238952637,)]	Running Time: 0.425748	Time Interval: 0.008519
[(-0.12468594312667847,), (0.7572616338729858,), (1.7067945003509521,)]	Running Time: 0.434089	Time Interval: 0.008341
[(-0.1245172843337059,), (0.7573809623718262,), (1.7068428993225098,)]	Running Time: 0.442246	Time Interval: 0.008157
[(-0.12460631132125854,), (0.7571071982383728,), (1.7067893743515015,)]	Running Time: 0.450658	Time Interval: 0.008412
[(-0.12451398372650146,), (0.7569227814674377,), (1.7067903280258179,)]	Running Time: 0.459222	Time Interval: 0.008564
[(-0.12511706352233887,), (0.7573216557502747,), (1.706735372543335,)]	Running Time: 0.467525	Time Interval: 0.008303
[(-0.12509801983833313,), (0.7573137879371643,), (1.7067447900772095,)]	Running Time: 0.475381	Time Interval: 0.007856
[(-0.12491179257631302,), (0.7573046684265137,), (1.7067961692810059,)]	Running Time: 0.483517	Time Interval: 0.008136
[(-0.12512579560279846,), (0.7572557330131531,), (1.7067248821258545,)]	Running Time: 0.491935	Time Interval: 0.008418
[(-0.12494613230228424,), (0.7570157647132874,), (1.7068172693252563,)]	Running Time: 0.500176	Time Interval: 0.008241
[(-0.12494553625583649,), (0.7570115327835083,), (1.7067992687225342,)]	Running Time: 0.508606	Time Interval: 0.008430
[(-0.1246543675661087,), (0.7570880651473999,), (1.7067646980285645,)]	Running Time: 0.517071	Time Interval: 0.008465
[(-0.12450307607650757,), (0.7571912407875061,), (1.7066501379013062,)]	Running Time: 0.525362	Time Interval: 0.008291
[(-0.12483014911413193,), (0.757209300994873,), (1.7067915201187134,)]	Running Time: 0.533346	Time Interval: 0.007984
[(-0.12494023144245148,), (0.7570140361785889,), (1.706803560256958,)]	Running Time: 0.542117	Time Interval: 0.008771
[(-0.12516115605831146,), (0.7572832703590393,), (1.7066898345947266,)]	Running Time: 0.550348	Time Interval: 0.008231
[(-0.125204399228096,), (0.7571127414703369,), (1.7066755294799805,)]	Running Time: 0.558640	Time Interval: 0.008292
[(-0.12504583597183228,), (0.757361888885498,), (1.7067382335662842,)]	Running Time: 0.567962	Time Interval: 0.009322
[(-0.12452728301286697,), (0.757291316986084,), (1.706854224205017,)]	Running Time: 0.576087	Time Interval: 0.008125
[(-0.12450622767210007,), (0.7573152184486389,), (1.7068475484848022,)]	Running Time: 0.584092	Time Interval: 0.008005
[(-0.12499353289604187,), (0.7570047974586487,), (1.706770420074463,)]	Running Time: 0.592620	Time Interval: 0.008528
[(-0.1251767873764038,), (0.7573005557060242,), (1.706705927848816,)]	Running Time: 0.600794	Time Interval: 0.008174
[(-0.12517425417900085,), (0.7570568323135376,), (1.7067124843597412,)]	Running Time: 0.609237	Time Interval: 0.008443
[(-0.1251887083053589,), (0.7570886015892029,), (1.706690788269043,)]	Running Time: 0.617591	Time Interval: 0.008354
[(-0.12457478046417236,), (0.7572883367538452,), (1.7067097425460815,)]	Running Time: 0.625853	Time Interval: 0.008262
[(-0.12499484419822693,), (0.7570044994354248,), (1.7067713737487793,)]	Running Time: 0.633458	Time Interval: 0.007605
[(-0.12441851198673248,), (0.757124662399292,), (1.7066988945007324,)]	Running Time: 0.642109	Time Interval: 0.008651
[(-0.12499149888753891,), (0.7569898962974548,), (1.7067725658416748,)]	Running Time: 0.650618	Time Interval: 0.008509
[(-0.12456725537776947,), (0.7571831345558167,), (1.7067134380340576,)]	Running Time: 0.659127	Time Interval: 0.008509
[(-0.1245691329240799,), (0.7570338249206543,), (1.7068203687667847,)]	Running Time: 0.668397	Time Interval: 0.009270
[(-0.12454496324062347,), (0.757298469543457,), (1.7068278789520264,)]	Running Time: 0.675740	Time Interval: 0.007343
[(-0.12478947639465332,), (0.7572416663169861,), (1.7067720890045166,)]	Running Time: 0.683888	Time Interval: 0.008148
[(-0.12480350583791733,), (0.7572184205055237,), (1.706787347793579,)]	Running Time: 0.693211	Time Interval: 0.009323
[(-0.12512421607971191,), (0.7572760581970215,), (1.7067290544509888,)]	Running Time: 0.701183	Time Interval: 0.007972
[(-0.12499138712882996,), (0.7570390105247498,), (1.7067888975143433,)]	Running Time: 0.709480	Time Interval: 0.008297
[(-0.12455322593450546,), (0.7568904161453247,), (1.7068036794662476,)]	Running Time: 0.717606	Time Interval: 0.008126
[(-0.12513922154903412,), (0.7573729157447815,), (1.706697702407837,)]	Running Time: 0.725629	Time Interval: 0.008023
[(-0.12500038743019104,), (0.7570521831512451,), (1.706754207611084,)]	Running Time: 0.734948	Time Interval: 0.009319
[(0.75736403465271,)]	Running Time: 0.741938	Time Interval: 0.006990
[(1.7067270278930664,), (-0.12520025670528412,), (0.7570801377296448,)]	Running Time: 0.750684	Time Interval: 0.008746
[(1.7067031860351562,), (-0.12424211204051971,), (0.7569271922111511,)]	Running Time: 0.759056	Time Interval: 0.008372
[(1.7069575786590576,), (-0.12520116567611694,), (0.7571051120758057,)]	Running Time: 0.767242	Time Interval: 0.008186
[(1.7067068815231323,), (-0.12514644861221313,), (0.7570928931236267,)]	Running Time: 0.775851	Time Interval: 0.008609
[(1.7067089080810547,), (-0.1251303106546402,), (0.7571481466293335,)]	Running Time: 0.784415	Time Interval: 0.008564
[(1.7067457437515259,), (-0.12516586482524872,), (0.7574626803398132,)]	Running Time: 0.792102	Time Interval: 0.007687
[(1.7066898345947266,), (-0.12496322393417358,), (0.7573196887969971,)]	Running Time: 0.801646	Time Interval: 0.009544
[(1.7067334651947021,), (-0.12480521202087402,), (0.7572574615478516,)]	Running Time: 0.809897	Time Interval: 0.008251
[(1.706763505935669,), (-0.12494266033172607,), (0.7570233941078186,)]	Running Time: 0.817329	Time Interval: 0.007432
[(1.706758975982666,), (-0.12519174814224243,), (0.7570677399635315,)]	Running Time: 0.826000	Time Interval: 0.008671
[(1.706657886505127,)]	Running Time: 0.833832	Time Interval: 0.007832
[(0.7569265961647034,), (1.7068028450012207,), (-0.12499178946018219,)]	Running Time: 0.842420	Time Interval: 0.008588
[(0.7570505142211914,), (1.706787347793579,), (-0.12515048682689667,)]	Running Time: 0.850455	Time Interval: 0.008035
[(0.7572920918464661,), (1.7066797018051147,), (-0.12515339255332947,)]	Running Time: 0.859210	Time Interval: 0.008755
[(0.7570676803588867,), (1.7066874504089355,), (-0.12494280189275742,)]	Running Time: 0.867160	Time Interval: 0.007950
[(0.7570335268974304,), (1.7067813873291016,), (-0.12510916590690613,)]	Running Time: 0.875731	Time Interval: 0.008571
[(0.7572529315948486,), (1.7067164182662964,), (-0.12460571527481079,)]	Running Time: 0.883704	Time Interval: 0.007973
[(0.7573017477989197,), (1.706811547279358,), (-0.12517479062080383,)]	Running Time: 0.892492	Time Interval: 0.008788
[(0.757107138633728,), (1.7066811323165894,), (-0.1248338371515274,)]	Running Time: 0.900945	Time Interval: 0.008453
[(0.7572909593582153,), (1.7067623138427734,), (-0.12498234957456589,)]	Running Time: 0.908986	Time Interval: 0.008041
[(0.7570430636405945,), (1.706775426864624,), (-0.12458378076553345,)]	Running Time: 0.917164	Time Interval: 0.008178
[(0.7572754621505737,), (1.706748366355896,), (-0.12495198100805283,)]	Running Time: 0.925476	Time Interval: 0.008312
[(0.7573065161705017,), (1.7067632675170898,), (-0.12513691186904907,)]	Running Time: 0.933883	Time Interval: 0.008407
[(0.7570244073867798,), (1.7066818475723267,), (-0.12495792657136917,)]	Running Time: 0.942665	Time Interval: 0.008782
[(0.7572997212409973,), (1.7067474126815796,), (-0.12497025728225708,)]	Running Time: 0.950542	Time Interval: 0.007877
[(0.7569935321807861,), (1.7067503929138184,), (-0.12510782480239868,)]	Running Time: 0.959014	Time Interval: 0.008472
[(0.757213830947876,), (1.7067184448242188,), (-0.12493114173412323,)]	Running Time: 0.966992	Time Interval: 0.007978
[(0.757034420967102,), (1.7067837715148926,), (-0.12512092292308807,)]	Running Time: 0.975405	Time Interval: 0.008413
[(0.7572689652442932,), (1.7067184448242188,), (-0.12497922033071518,)]	Running Time: 0.984075	Time Interval: 0.008670
[(0.7569961547851562,), (1.7067601680755615,), (-0.12449342012405396,)]	Running Time: 0.992263	Time Interval: 0.008188
[(0.7572684288024902,), (1.7065348625183105,), (-0.12456854432821274,)]	Running Time: 1.000402	Time Interval: 0.008139
[(0.7573955655097961,), (1.7066596746444702,), (-0.124597929418087,)]	Running Time: 1.009186	Time Interval: 0.008784
[(0.7572473287582397,), (1.7067959308624268,), (-0.1251969188451767,)]	Running Time: 1.017467	Time Interval: 0.008281
[(0.7570942640304565,), (1.7066748142242432,), (-0.12486743181943893,)]	Running Time: 1.025672	Time Interval: 0.008205
[(0.7572576403617859,), (1.706767201423645,), (-0.12497955560684204,)]	Running Time: 1.033890	Time Interval: 0.008218
[(0.7570069432258606,), (1.7067519426345825,), (-0.12504670023918152,)]	Running Time: 1.042558	Time Interval: 0.008668
[(0.7573591470718384,), (1.7067344188690186,), (-0.12516769766807556,)]	Running Time: 1.050787	Time Interval: 0.008229
[(0.7571225762367249,), (1.706682562828064,), (-0.12495014816522598,)]	Running Time: 1.060093	Time Interval: 0.009306
[(0.7570304870605469,), (1.7067573070526123,), (-0.12498433887958527,)]	Running Time: 1.066975	Time Interval: 0.006882
[(0.7570064663887024,), (1.7067549228668213,), (-0.12460404634475708,)]	Running Time: 1.075539	Time Interval: 0.008564
[(0.7570095062255859,), (1.7068156003952026,), (-0.12453649938106537,)]	Running Time: 1.084482	Time Interval: 0.008943
[(0.7570397257804871,), (1.7068114280700684,), (-0.12440068274736404,)]	Running Time: 1.092231	Time Interval: 0.007749
[(0.7573346495628357,), (1.7067182064056396,), (-0.12515388429164886,)]	Running Time: 1.100360	Time Interval: 0.008129
[(0.757081925868988,), (1.7066900730133057,), (-0.12457851320505142,)]	Running Time: 1.108942	Time Interval: 0.008582
[(0.7570275664329529,), (1.7068147659301758,), (-0.12493836134672165,)]	Running Time: 1.116959	Time Interval: 0.008017
[(0.7570157647132874,), (1.706769585609436,), (-0.12470072507858276,)]	Running Time: 1.125411	Time Interval: 0.008452
[(0.7573570013046265,), (1.706771969795227,), (-0.1251186728477478,)]	Running Time: 1.133818	Time Interval: 0.008407
[(0.7570095658302307,), (1.706714153289795,), (-0.12493021041154861,)]	Running Time: 1.142504	Time Interval: 0.008686
[(0.7570279836654663,), (1.7067900896072388,), (-0.1251620054244995,)]	Running Time: 1.150542	Time Interval: 0.008038
[(0.7571381330490112,), (1.7066762447357178,), (-0.12439986318349838,)]	Running Time: 1.159079	Time Interval: 0.008537
[(0.7569732666015625,), (1.7068456411361694,), (-0.1249622032046318,)]	Running Time: 1.167511	Time Interval: 0.008432
[(0.757323682308197,), (1.7067387104034424,), (-0.12461201846599579,)]	Running Time: 1.175589	Time Interval: 0.008078
[(0.7573319673538208,), (1.7068729400634766,), (-0.1249772235751152,)]	Running Time: 1.184059	Time Interval: 0.008470
[(0.7569977641105652,), (1.706763505935669,), (-0.12449640780687332,)]	Running Time: 1.192637	Time Interval: 0.008578
[(0.7570464611053467,), (1.7068036794662476,), (-0.12513872981071472,)]	Running Time: 1.200812	Time Interval: 0.008175
[(0.7571778893470764,), (1.7066887617111206,), (-0.12512673437595367,)]	Running Time: 1.209010	Time Interval: 0.008198
[(0.7573771476745605,), (1.706707239151001,), (-0.12445727735757828,)]	Running Time: 1.217316	Time Interval: 0.008306
[(0.7570927143096924,), (1.7067697048187256,), (-0.1246417984366417,)]	Running Time: 1.225750	Time Interval: 0.008434
[(0.7570853233337402,), (1.7067595720291138,), (-0.12495698779821396,)]	Running Time: 1.233968	Time Interval: 0.008218
[(0.7573297619819641,), (1.7067464590072632,), (-0.12493468821048737,)]	Running Time: 1.242348	Time Interval: 0.008380
[(0.7570406198501587,), (1.7067681550979614,), (-0.12496713548898697,)]	Running Time: 1.250656	Time Interval: 0.008308
[(0.7570056319236755,), (1.706764817237854,), (-0.12453615665435791,)]	Running Time: 1.259143	Time Interval: 0.008487
[(0.7573983073234558,), (1.7068214416503906,), (-0.12474822252988815,)]	Running Time: 1.267270	Time Interval: 0.008127
[(0.7568652629852295,), (1.7061060667037964,), (-0.12516091763973236,)]	Running Time: 1.275683	Time Interval: 0.008413
[(0.7573050856590271,), (1.7066988945007324,), (-0.12498406320810318,)]	Running Time: 1.284267	Time Interval: 0.008584
[(0.7573140859603882,), (1.706753134727478,), (-0.12493541091680527,)]	Running Time: 1.292536	Time Interval: 0.008269
[(0.7570335268974304,), (1.7067677974700928,), (-0.1247740164399147,)]	Running Time: 1.300557	Time Interval: 0.008021
[(0.7572668194770813,), (1.7067698240280151,), (-0.12443193048238754,)]	Running Time: 1.308979	Time Interval: 0.008422
[(0.757201075553894,), (1.7067660093307495,), (-0.12450835853815079,)]	Running Time: 1.317594	Time Interval: 0.008615
[(0.7571132779121399,), (1.7067629098892212,), (-0.12489277124404907,)]	Running Time: 1.325772	Time Interval: 0.008178
[(0.7573250532150269,), (1.7067689895629883,), (-0.12517036497592926,)]	Running Time: 1.333926	Time Interval: 0.008154
[(0.7573010921478271,), (1.7067011594772339,), (-0.12455227226018906,)]	Running Time: 1.342499	Time Interval: 0.008573
[(0.7570887207984924,), (1.7068780660629272,), (-0.1251807063817978,)]	Running Time: 1.350803	Time Interval: 0.008304
[(0.7570933103561401,), (1.7066783905029297,), (-0.12513510882854462,)]	Running Time: 1.359007	Time Interval: 0.008204
[(0.757148802280426,), (1.7066841125488281,), (-0.12482911348342896,)]	Running Time: 1.366973	Time Interval: 0.007966
[(0.757224440574646,), (1.7067759037017822,), (-0.12493473291397095,)]	Running Time: 1.376035	Time Interval: 0.009062
[(0.7570315003395081,), (1.7067893743515015,), (-0.12476631253957748,)]	Running Time: 1.384326	Time Interval: 0.008291
[(0.7571252584457397,), (1.7067952156066895,), (-0.12450426071882248,)]	Running Time: 1.392309	Time Interval: 0.007983
[(0.756712794303894,), (1.7068023681640625,), (-0.12497574090957642,)]	Running Time: 1.400285	Time Interval: 0.007976
[(0.7570384740829468,), (1.7067581415176392,), (-0.1251683235168457,)]	Running Time: 1.409242	Time Interval: 0.008957
[(0.7572913765907288,), (1.7066980600357056,), (-0.1245170384645462,)]	Running Time: 1.417340	Time Interval: 0.008098
[(0.7569670081138611,), (1.7067656517028809,), (-0.12518790364265442,)]	Running Time: 1.425442	Time Interval: 0.008102
[(0.756927490234375,), (1.7066891193389893,), (-0.12505264580249786,)]	Running Time: 1.434075	Time Interval: 0.008633
[(0.7570967078208923,), (1.7067291736602783,), (-0.12482863664627075,)]	Running Time: 1.442249	Time Interval: 0.008174
[(0.7570461630821228,), (1.7070468664169312,), (-0.1251893788576126,)]	Running Time: 1.450466	Time Interval: 0.008217
[(0.7571209669113159,), (1.7066794633865356,), (-0.12451902031898499,)]	Running Time: 1.458987	Time Interval: 0.008521
[(0.7570388913154602,), (1.7068216800689697,)]	Running Time: 1.467090	Time Interval: 0.008103
[(0.7570253610610962,), (1.7068204879760742,)]	Running Time: 1.468954	Time Interval: 0.001864
[(-0.12520314753055573,), (0.7570945620536804,), (1.706671118736267,)]	Running Time: 1.476595	Time Interval: 0.007641
[(-0.12450891733169556,), (0.7571918368339539,), (1.706691026687622,)]	Running Time: 1.484504	Time Interval: 0.007909
[(-0.12517711520195007,), (0.7571464776992798,), (1.7066789865493774,)]	Running Time: 1.492339	Time Interval: 0.007835
[(-0.12515266239643097,), (0.7573282122612,), (1.706695318222046,)]	Running Time: 1.500268	Time Interval: 0.007929
[(-0.12481546401977539,), (0.7572221159934998,), (1.7067627906799316,)]	Running Time: 1.508820	Time Interval: 0.008552
[(-0.12450981140136719,), (0.756865918636322,), (1.7067979574203491,)]	Running Time: 1.517098	Time Interval: 0.008278
[(-0.12457910925149918,), (0.7573010325431824,), (1.7069576978683472,)]	Running Time: 1.525654	Time Interval: 0.008556
[(-0.12519203126430511,), (0.7571082711219788,), (1.7066766023635864,)]	Running Time: 1.534046	Time Interval: 0.008392
[(-0.12495607882738113,), (0.7570307850837708,), (1.7067643404006958,)]	Running Time: 1.542458	Time Interval: 0.008412
[(-0.12498222291469574,), (0.7569962739944458,), (1.7067574262619019,)]	Running Time: 1.550719	Time Interval: 0.008261
[(-0.12497822940349579,), (0.7569841742515564,), (1.7067497968673706,)]	Running Time: 1.559211	Time Interval: 0.008492
[(-0.12463238835334778,), (0.7569675445556641,), (1.7062824964523315,)]	Running Time: 1.567239	Time Interval: 0.008028
[(-0.12489871680736542,), (0.7573174834251404,), (1.7067595720291138,)]	Running Time: 1.575658	Time Interval: 0.008419
[(-0.12498684227466583,), (0.7572967410087585,), (1.7067618370056152,)]	Running Time: 1.584637	Time Interval: 0.008979
[(-0.12513196468353271,), (0.7573428750038147,), (1.7067005634307861,)]	Running Time: 1.592405	Time Interval: 0.007768
[(-0.12450146675109863,), (0.7570487260818481,), (1.706811547279358,)]	Running Time: 1.600532	Time Interval: 0.008127
[(-0.12495454400777817,), (0.7570300698280334,), (1.7067599296569824,)]	Running Time: 1.608871	Time Interval: 0.008339
[(-0.12515266239643097,), (0.7570798397064209,), (1.706709384918213,)]	Running Time: 1.617131	Time Interval: 0.008260
[(-0.1251170039176941,), (0.7572342753410339,), (1.7067292928695679,)]	Running Time: 1.625607	Time Interval: 0.008476
[(-0.12475315481424332,), (0.7574386596679688,), (1.7067917585372925,)]	Running Time: 1.633989	Time Interval: 0.008382
[(0.7570563554763794,)]	Running Time: 1.641935	Time Interval: 0.007946
[(1.706817388534546,), (-0.12499984353780746,), (0.7569855451583862,)]	Running Time: 1.650470	Time Interval: 0.008535
[(1.706772804260254,), (-0.12494179606437683,), (0.7570172548294067,)]	Running Time: 1.659152	Time Interval: 0.008682
[(1.7067875862121582,), (-0.12497483193874359,), (0.7572988271713257,)]	Running Time: 1.667655	Time Interval: 0.008503
[(1.7067588567733765,), (-0.1248154491186142,), (0.7572630047798157,)]	Running Time: 1.675845	Time Interval: 0.008190
[(1.7067681550979614,), (-0.12478232383728027,), (0.7571388483047485,)]	Running Time: 1.683818	Time Interval: 0.007973
[(1.706771969795227,), (-0.12448877096176147,), (0.7570679783821106,)]	Running Time: 1.692671	Time Interval: 0.008853
[(1.706758737564087,), (-0.12516358494758606,), (0.7570646405220032,)]	Running Time: 1.701013	Time Interval: 0.008342
[(1.7066987752914429,), (-0.12516950070858002,), (0.7572896480560303,)]	Running Time: 1.708949	Time Interval: 0.007936
[(1.7066980600357056,), (-0.12495166808366776,), (0.7570271492004395,)]	Running Time: 1.717176	Time Interval: 0.008227
[(1.7067699432373047,), (-0.12486694753170013,), (0.7572951912879944,)]	Running Time: 1.725713	Time Interval: 0.008537
[(1.7067564725875854,), (-0.125001460313797,), (0.7570610642433167,)]	Running Time: 1.733880	Time Interval: 0.008167
[(1.706748604774475,), (-0.12464134395122528,), (0.7573606967926025,)]	Running Time: 1.742214	Time Interval: 0.008334
[(1.7068285942077637,), (-0.12461607903242111,), (0.7570292353630066,)]	Running Time: 1.751017	Time Interval: 0.008803
[(1.706817626953125,), (-0.12498708069324493,), (0.7569933533668518,)]	Running Time: 1.759475	Time Interval: 0.008458
[(1.7067615985870361,), (-0.12441302090883255,), (0.756838321685791,)]	Running Time: 1.767356	Time Interval: 0.007881
[(1.7068599462509155,), (-0.12515349686145782,), (0.7571289539337158,)]	Running Time: 1.775718	Time Interval: 0.008362
[(1.7067005634307861,), (-0.1251603215932846,), (0.7570248246192932,)]	Running Time: 1.784406	Time Interval: 0.008688
[(1.7067030668258667,), (-0.12453919649124146,), (0.757066547870636,)]	Running Time: 1.792450	Time Interval: 0.008044
[(1.7066742181777954,), (-0.12516869604587555,), (0.757297694683075,)]	Running Time: 1.800487	Time Interval: 0.008037
[(1.7066808938980103,), (-0.12494314461946487,), (0.7570223212242126,)]	Running Time: 1.809165	Time Interval: 0.008678
[(1.7067865133285522,), (-0.12505194544792175,), (0.757373034954071,)]	Running Time: 1.817837	Time Interval: 0.008672
[(1.7067447900772095,), (-0.1248522400856018,), (0.7572860717773438,)]	Running Time: 1.825889	Time Interval: 0.008052
[(1.7067750692367554,), (-0.12509018182754517,), (0.7573593258857727,)]	Running Time: 1.834144	Time Interval: 0.008255
[(1.7067131996154785,), (-0.1251254677772522,), (0.7570706605911255,)]	Running Time: 1.842390	Time Interval: 0.008246
[(1.706717848777771,), (-0.12493879348039627,), (0.7570122480392456,)]	Running Time: 1.850774	Time Interval: 0.008384
[(1.706782579421997,), (-0.1249365508556366,), (0.7570096254348755,)]	Running Time: 1.859118	Time Interval: 0.008344
[(1.7067899703979492,), (-0.12508000433444977,), (0.7573253512382507,)]	Running Time: 1.867348	Time Interval: 0.008230
[(1.70673406124115,), (-0.12472505122423172,), (0.7571797966957092,)]	Running Time: 1.876028	Time Interval: 0.008680
[(1.706849455833435,), (-0.12515299022197723,), (0.7570886015892029,)]	Running Time: 1.884067	Time Interval: 0.008039
[(1.7067029476165771,), (-0.12495225667953491,), (0.7570237517356873,)]	Running Time: 1.892265	Time Interval: 0.008198
[(1.706766963005066,), (-0.12498586624860764,), (0.7570075392723083,)]	Running Time: 1.900717	Time Interval: 0.008452
[(1.7067564725875854,), (-0.12511800229549408,), (0.7573780417442322,)]	Running Time: 1.908886	Time Interval: 0.008169
[(1.7067092657089233,), (-0.12503238022327423,), (0.7570680379867554,)]	Running Time: 1.917288	Time Interval: 0.008402
[(1.7067475318908691,), (-0.12496105581521988,), (0.7570254802703857,)]	Running Time: 1.925654	Time Interval: 0.008366
[(1.706766963005066,), (-0.1251554936170578,), (0.7570350170135498,)]	Running Time: 1.933961	Time Interval: 0.008307
[(1.7066853046417236,), (-0.12495272606611252,), (0.757042407989502,)]	Running Time: 1.942522	Time Interval: 0.008561
